id,scenario_id,regulation,function,category,subcategory,difficulty,financial_domain,risk_level,source_section,question,ground_truth,legal_basis,governance_axis,notes
Q088,S064,NIST_AI_RMF,GOVERN,AI Governance — Cross-border,Multi-jurisdiction AI Governance,advanced,common,high,GOVERN 1.1; Appendix D,A Korean bank with operations in the EU must comply with both the Korean AI Basic Act and the EU AI Act. How should the AI Review Committee structure governance to address multi-jurisdictional AI requirements per NIST AI RMF principles?,"NIST AI RMF Appendix D attribute 9 states that the framework should be law- and regulation-agnostic, supporting organizations' abilities to operate under applicable domestic and international legal or regulatory regimes. GOVERN 1.1 requires legal and regulatory requirements involving AI to be understood, managed, and documented. For multi-jurisdictional governance: (1) regulatory mapping — create a comprehensive matrix mapping AI system types against applicable regulations in each jurisdiction: Korean AI Basic Act (고영향 AI criteria), EU AI Act (High-Risk AI under Annex III for EU-deployed systems), and NIST AI RMF as a voluntary global benchmark; (2) jurisdiction determination — for each AI system, determine which regulations apply based on where the system is deployed, where the data subjects are located, and where the bank entity using the AI is incorporated; (3) highest common standard — for AI systems deployed across jurisdictions, apply the most stringent applicable requirements as the baseline (EU AI Act High-Risk requirements are generally more prescriptive than Korean AI Basic Act); (4) local governance adaptation — adapt the AI Review Committee process to accommodate jurisdiction-specific requirements (e.g., EU conformity assessments, Korean 고영향 AI confirmation process per §33); (5) regulatory coordination — designate a regulatory liaison in each jurisdiction to monitor regulatory developments and ensure timely compliance; and (6) documentation in multiple languages — core AI governance documents may need to be available in Korean and English for multi-jurisdictional regulatory examinations.",NIST AI RMF GOVERN 1.1; Appendix D,G4,Multi-jurisdictional AI governance; critical for international banks
Q089,S065,NIST_AI_RMF,MAP,AI Risk Context — Customer Segmentation,Profiling Risk Assessment,intermediate,common,medium,MAP 1.1; MAP 5.1,The marketing department uses an AI system to segment customers and target financial product offers. What profiling-related risks must the AI Review Committee assess per NIST AI RMF?,"NIST AI RMF MAP 1.1 requires documentation of legal context and potential impacts. MAP 5.1 requires characterization of impacts on individuals and groups. For customer segmentation and targeting AI: (1) profiling risk — the AI creates detailed behavioral profiles of customers; assess whether this profiling goes beyond what customers consented to when opening their accounts; (2) discriminatory targeting — segmentation AI may direct more favorable product offers (lower rates, higher credit limits, better insurance terms) to certain demographic groups while directing inferior offers or no offers to others; assess whether targeting patterns correlate with demographic characteristics; (3) predatory targeting risk — AI may identify financially vulnerable customers and direct them toward high-margin, high-risk products (high-interest loans, complex investment products) that are not in their interest; assess whether targeting criteria include indicators of financial distress; (4) transparency — customers are generally unaware that AI segmentation influences which products they are offered; assess whether this lack of transparency violates fair dealing principles; (5) legal risk — differential product offering may violate consumer protection laws (금융소비자보호법) if not justified by objective risk factors; and (6) opt-out mechanism — customers should have the right to opt out of AI-driven profiling for marketing purposes.",NIST AI RMF MAP 1.1; MAP 5.1,G2,Customer profiling risks; consumer protection dimension
Q090,S066,NIST_AI_RMF,MANAGE,Systemic Risk Response,Industry-Level Risk Response,advanced,common,high,MANAGE 4.3; Part 1 §1.1,"The AI Review Committee learns that a similar credit AI model used by multiple Korean banks is found to have a systematic bias against small business owners. As an industry-level issue, what response does NIST AI RMF support?","NIST AI RMF Part 1 §1.1 notes that AI risks can be systemic or localized. MANAGE 4.3 requires communication of incidents to relevant AI actors, including affected communities. For an industry-level AI bias issue: (1) immediate internal assessment — even before the industry finding is confirmed, assess whether the bank's own credit AI has the same or similar bias by running targeted fairness tests on small business owner applications; (2) transparent disclosure — if the bank's AI is affected, proactively disclose the issue to FSS and notify affected customers rather than waiting for regulatory discovery; proactive disclosure typically results in less severe regulatory action; (3) industry coordination — engage with the Korea Financial Intelligence Unit, FSS, and peer bank risk officers (through existing industry forums) to share assessment results and coordinate remediation approaches; (4) customer remediation — identify all small business owner applicants who may have been affected by the bias; review their applications with a bias-corrected approach and offer reapplication opportunities with favorable terms as appropriate; (5) model correction — retrain or recalibrate the AI to eliminate the small business owner bias, with validation before redeployment; (6) regulatory engagement — participate in FSS's systemic AI risk review and contribute to development of industry-wide standards to prevent similar issues; and (7) lessons learned sharing — contribute anonymized incident analysis to industry AI risk databases.",NIST AI RMF MANAGE 4.3; Part 1 §1.1,G2,Industry-level systemic AI risk response; regulatory engagement
Q091,S067,NIST_AI_RMF,MEASURE,Measurement — Customer Impact,Customer Outcome Metrics,intermediate,common,medium,MEASURE 4.1; MEASURE 4.3,"How should the AI Review Committee measure the actual impact of AI systems on customer outcomes, beyond technical performance metrics, per NIST AI RMF?","NIST AI RMF MEASURE 4.1 requires that measurement approaches are connected to deployment contexts and informed through consultation with domain experts and end users. MEASURE 4.3 requires measurable performance improvements or declines informed by field data about context-relevant risks. For customer outcome measurement: (1) customer financial wellbeing — for credit AI, track whether AI-approved borrowers experience favorable outcomes (loan repayment without distress) vs. AI-rejected applicants who obtained credit elsewhere (did the AI correctly identify risk?); (2) complaint and appeal metrics — track complaint volume, complaint types, and resolution outcomes as direct customer impact measures; (3) customer satisfaction — measure customer satisfaction scores specifically for AI-influenced decisions (loan approvals/rejections, premium quotes, fraud alerts); disaggregate by customer segment; (4) access and inclusion metrics — track approval rates and product offer rates by customer segment; compare against the bank's stated financial inclusion commitments; (5) harm occurrence — track instances of confirmed customer financial harm attributable to AI decisions (e.g., customers taking on inappropriate products due to AI-driven recommendations); (6) time-based outcomes — for credit and investment AI, track customer outcomes over 12-24 months to assess whether AI decisions led to good long-term customer outcomes; and (7) consult customers — annually conduct customer surveys specifically about their experience with AI-influenced financial decisions, disaggregated by demographics.",NIST AI RMF MEASURE 4.1; MEASURE 4.3,G1,Customer outcome measurement; real-world impact of AI
Q092,S068,NIST_AI_RMF,GOVERN,AI Ethics Committee,Ethics Integration,intermediate,common,medium,GOVERN 1.2; GOVERN 4.1,Should the AI Review Committee integrate an ethics review component into its governance process? What does NIST AI RMF say about ethics in AI governance?,"NIST AI RMF GOVERN 1.2 requires that characteristics of trustworthy AI are integrated into organizational policies and practices. GOVERN 4.1 requires a safety-first and critical thinking mindset in AI design and use. While NIST AI RMF does not prescribe a separate ethics committee, it embeds ethical considerations throughout its framework. For a financial institution: (1) ethics as a governance component — the AI Review Committee should include an explicit ethics review step in its approval process, assessing whether AI systems align with the bank's stated values and societal responsibilities beyond minimum legal compliance; (2) ethics criteria — does the AI treat all customers with dignity? Does it respect customer autonomy (choice, informed consent)? Does it avoid exploiting behavioral biases? Does it contribute to financial fairness and inclusion? (3) ethics advisory — consider establishing a small ethics advisory panel (2-3 members including external ethicists or consumer advocates) that provides non-binding input to the AI Review Committee for high-impact AI deployments; (4) ethics red flags — define specific ethical red flags that automatically trigger enhanced review: AI systems targeting vulnerable populations, AI systems making irreversible decisions, AI systems with significant demographic disparate impact; (5) align with AI Basic Act §27 which requires the government to establish AI ethics principles covering safety, accessibility, and contribution to human wellbeing; and (6) document ethics deliberations formally in committee decisions.",NIST AI RMF GOVERN 1.2; GOVERN 4.1,G4,Ethics integration in AI governance; beyond compliance
Q093,S069,NIST_AI_RMF,MAP,AI Risk Context — Open Banking AI,Data Sharing AI Risk,advanced,common,high,MAP 4.1; GOVERN 6.1,"Under open banking regulations, the bank's AI systems share customer financial data with third-party fintech applications. What AI risk governance does NIST AI RMF require for this data-sharing ecosystem?","NIST AI RMF MAP 4.1 requires approaches for mapping AI technology and legal risks of components, including third-party data or software. GOVERN 6.1 requires policies addressing AI risks from third-party entities. For open banking AI risk: (1) data flow mapping — map all AI-processed data flows between the bank and third-party fintechs under open banking APIs; understand exactly what data is shared, with whom, for what AI-enabled purposes; (2) downstream AI use risk — assess how fintechs are using the shared customer data in their AI systems; even if the bank's own AI is well-governed, shared data could be used in poorly governed fintech AI; (3) contractual controls — require third-party fintechs accessing bank customer data via APIs to comply with minimum AI governance standards as a condition of data access; (4) customer consent verification — verify that customer consent for data sharing explicitly covers AI-enabled uses by third parties; where consent is ambiguous, default to not sharing; (5) liability allocation — define in API agreements who bears liability if a fintech's AI system causes customer harm using bank-shared data; (6) monitoring — monitor how customer data is being used by third-party AI systems; include audit rights in fintech agreements; and (7) customer transparency — provide customers with clear visibility into which third parties are accessing their data and for what AI-enabled purposes.",NIST AI RMF MAP 4.1; GOVERN 6.1,G3,Open banking AI risk; data-sharing ecosystem governance
Q094,S070,NIST_AI_RMF,MANAGE,AI Risk — Vulnerable Populations,Vulnerable Customer Protection,intermediate,common,high,Part 1 §3.7; MAP 5.1,"The AI Review Committee wants to ensure that AI systems do not disproportionately harm vulnerable financial customers (elderly, low-income, low-financial-literacy). What protections does NIST AI RMF support?","NIST AI RMF Part 1 §3.7 notes that AI systems can increase the speed and scale of biases and perpetuate and amplify harms to individuals, groups, and communities. MAP 5.1 requires characterization of disproportionate impacts on vulnerable groups. For protecting vulnerable financial customers: (1) vulnerability identification — define what constitutes a 'vulnerable customer' in the financial context: elderly customers with potential cognitive decline, customers with limited financial literacy, customers experiencing financial distress, customers with disabilities affecting digital access; (2) disproportionate impact assessment — for each AI system, specifically assess whether negative outcomes (rejection rates, unfavorable pricing, inappropriate product offers) are disproportionately concentrated among vulnerable customer groups; (3) design safeguards — build AI system safeguards specifically for vulnerable segments: higher thresholds for automated adverse decisions, mandatory human review for elderly or financially distressed customers; (4) customer interface — ensure AI-driven decision interfaces are accessible and comprehensible to customers with varying levels of digital and financial literacy; (5) alternative access — ensure that customers who cannot or choose not to interact with AI systems have equally accessible human-assisted alternatives; (6) exploitation prevention — design AI systems to identify and refuse to facilitate potentially exploitative financial transactions targeting vulnerable customers; and (7) connect to AI Basic Act §3(5) which requires consideration of disadvantaged groups in AI policy development.",NIST AI RMF Part 1 §3.7; MAP 5.1,G2,Vulnerable population protection; financial consumer protection
Q095,S071,NIST_AI_RMF,MEASURE,Ongoing Monitoring — Portfolio Level,Portfolio-Wide AI Monitoring,advanced,common,medium,MEASURE 2.4; GOVERN 1.6,The AI Review Committee oversees 40 deployed AI systems simultaneously. How should it implement portfolio-level monitoring that efficiently identifies which systems need immediate attention per NIST AI RMF?,"NIST AI RMF MEASURE 2.4 requires that AI system functionality and behavior are monitored when in production. GOVERN 1.6 requires that mechanisms to inventory AI systems are resourced according to organizational risk priorities. For portfolio-level monitoring: (1) risk-tiered monitoring intensity — assign monitoring resources proportionate to risk: high-risk AI (credit, insurance, HR) monitored weekly with automated dashboards; medium-risk AI monitored monthly; low-risk AI monitored quarterly; (2) centralized monitoring platform — implement a unified AI monitoring platform that aggregates key performance, fairness, and drift metrics across all 40 systems into a single dashboard; use color-coded status indicators (green/amber/red) for rapid triage; (3) automated alerting — configure automated alerts that trigger immediate human review when any metric crosses a predefined threshold; alert routing should go to both the system owner and the AI risk team; (4) portfolio heat map — maintain a visual heat map of the AI system portfolio showing risk level, current performance status, days since last review, and upcoming review dates; (5) exception reporting — rather than reviewing all 40 systems weekly, focus committee attention on the exceptions (systems that have triggered amber or red alerts); (6) trending analysis — track performance trends over time, not just point-in-time values; a system consistently trending toward a threshold is more concerning than stable underperformance; and (7) quarterly portfolio review — conduct a comprehensive quarterly review of the entire portfolio, not just exceptions.",NIST AI RMF MEASURE 2.4; GOVERN 1.6,G4,Portfolio-level AI monitoring; committee operational efficiency
Q096,S072,NIST_AI_RMF,GOVERN,Regulatory Compliance Tracking,Regulatory Change Management,intermediate,common,medium,GOVERN 1.1; GOVERN 1.5,The EU AI Act's financial sector High-Risk AI requirements are being phased in over 2024-2026. How should the AI Review Committee track and manage regulatory change compliance per NIST AI RMF?,"NIST AI RMF GOVERN 1.1 requires legal and regulatory requirements to be understood, managed, and documented. GOVERN 1.5 requires ongoing monitoring and review processes to be planned with clear frequency and responsibilities. For EU AI Act phased compliance: (1) compliance timeline mapping — create a detailed timeline of EU AI Act implementation deadlines applicable to the bank's AI systems (general provisions in force, High-Risk AI obligations for financial sector); map each deadline against the bank's specific AI systems that are affected; (2) gap assessment — conduct a regulatory gap assessment comparing current practices against each EU AI Act requirement that will apply; prioritize gaps by compliance deadline and remediation effort; (3) compliance program — develop a structured compliance program with milestones, resource requirements, and accountability for each gap; (4) regulatory monitoring — assign responsibility for monitoring EU AI Office guidance, technical standards (ISO/IEC AI standards referenced by EU AI Act), and regulatory authority interpretations; update compliance plans as regulatory clarity develops; (5) proactive engagement — engage with EU regulatory authorities (AI Office, relevant NCA) through industry associations to provide input on technical standards and seek clarity on application to financial services; (6) parallel tracking — simultaneously track Korean AI Basic Act compliance requirements and identify synergies between EU AI Act and AI Basic Act compliance efforts to maximize efficiency; and (7) board-level regulatory compliance reporting — quarterly update to the Board on EU AI Act compliance status.",NIST AI RMF GOVERN 1.1; GOVERN 1.5,G4,EU AI Act phased compliance; regulatory change management
Q097,S073,NIST_AI_RMF,MAP,AI Risk Context — Stress Testing AI,Macroprudential AI Risk,advanced,common,high,MAP 1.1; Part 1 §1.1,The bank uses AI to model credit portfolio stress scenarios for regulatory stress testing (DFAST equivalent). What risk context must the AI Review Committee document for this critical financial infrastructure AI?,"NIST AI RMF Part 1 §1.1 notes that AI risks can be long- or short-term, high- or low-probability, systemic or localized. MAP 1.1 requires documentation of intended purposes, legal context, and deployment settings. For stress testing AI: (1) regulatory-critical nature — stress test outputs are submitted to the FSS/Bank of Korea and affect regulatory capital requirements; errors could lead to capital inadequacy or misrepresentation to regulators; classify as highest-risk AI system; (2) intended purpose — AI models severity and probability of credit losses under hypothetical macro-economic stress scenarios; provides regulatory capital projections for base, adverse, and severely adverse scenarios; (3) legal accountability — the bank's Chief Risk Officer is personally accountable for the stress test submission; AI is a tool, not a substitute for CRO accountability; (4) model uncertainty — stress scenario AI must quantify and communicate model uncertainty in projections; regulators expect uncertainty ranges, not false precision; (5) model risk management alignment — align AI governance with SR 11-7 model risk management principles required by regulators; validation of stress testing AI must be independent and rigorous; (6) sensitivity analysis — document how stress scenario outputs change under variations in key modeling assumptions; (7) auditability — all model inputs, assumptions, processing steps, and outputs must be fully auditable for regulatory examination; and (8) backtesting — compare model predictions against actual outcomes during historical stress periods (2008, 2020) to validate model reliability.",NIST AI RMF MAP 1.1; Part 1 §1.1,G1,Stress testing AI; critical financial infrastructure governance
Q098,S074,NIST_AI_RMF,MANAGE,AI Retirement Planning,Model Sunset Planning,intermediate,common,medium,GOVERN 1.7; MANAGE 2.2,The AI Review Committee identifies that several AI systems deployed 5 years ago are aging and may no longer reflect current conditions. How should the committee plan for responsible AI system retirement per NIST AI RMF?,"NIST AI RMF GOVERN 1.7 requires processes for decommissioning and phasing out AI systems safely without increasing risks. MANAGE 2.2 requires mechanisms to sustain value of deployed AI systems. For aging AI system retirement planning: (1) end-of-life criteria — define specific criteria that trigger a retirement review: model age exceeding 5 years without major retraining, PSI indicating significant population shift, accuracy degradation below minimum threshold, regulatory requirements that the model cannot meet without fundamental redesign, or business context changes making the original purpose obsolete; (2) retirement assessment — when a system meets retirement criteria, conduct a retirement impact assessment: how many processes depend on this AI? What is the transition plan to replacement? What are the risks during the transition period? (3) replacement planning — before retiring a system, ensure a validated replacement is ready; the transition from old to new AI should be managed as a parallel run period where both systems are evaluated simultaneously; (4) data preservation — archive the retired model, its training data, and all validation documentation for 7 years minimum (regulatory requirement) to enable reconstruction for legal or regulatory purposes; (5) customer communication — notify customers if retirement of an AI system changes how their financial decisions are made; (6) post-retirement monitoring — monitor whether outcomes change following retirement; unexpected deterioration may indicate the old AI was still providing value; and (7) lessons learned — document and share what was learned from the retired system's lifetime to inform future AI development.",NIST AI RMF GOVERN 1.7; MANAGE 2.2,G4,AI system retirement planning; lifecycle management
Q099,S075,NIST_AI_RMF,GOVERN,AI Governance — Small Institution,Proportionate Governance,basic,common,low,Part 1 §1.2.4; Appendix D,A small Korean savings bank (저축은행) with limited resources uses two AI systems for credit scoring and fraud detection. How should it implement proportionate AI governance per NIST AI RMF?,"NIST AI RMF Part 1 §1.2.4 notes that small to medium-sized organizations managing AI risks may face different challenges than large organizations. Appendix D attribute 1 states the framework is intended to be resource-efficient. For a small savings bank: (1) proportionate scope — the AI Review Committee function may be performed by a small group (3-4 people: the bank director, compliance officer, and IT manager) rather than a large formal committee; the process should be commensurate with the size and complexity of the institution; (2) simplified documentation — use streamlined templates for AI risk documentation that cover the essential elements (intended purpose, risk assessment, performance metrics, human oversight) without requiring the extensive documentation of a large institution; (3) focus on highest-risk elements — for credit scoring AI (고영향 AI under AI Basic Act), prioritize: basic performance monitoring, fairness assessment, customer explanation capability, and a human override process; for fraud detection, prioritize: false positive monitoring, customer appeal process, and incident response; (4) leverage external resources — small institutions can leverage NIST AI RMF Playbook templates, FSS guidance, and industry association resources rather than developing everything internally; (5) vendor reliance — if AI systems are from external vendors, focus governance on vendor due diligence and contractual protections; (6) proportionate monitoring — monthly review of key metrics rather than weekly; and (7) annual governance review by an external consultant if internal expertise is limited.",NIST AI RMF Part 1 §1.2.4; Appendix D,G4,Proportionate governance for small financial institutions; scalability
Q100,S076,NIST_AI_RMF,GOVERN,AI Governance Integration,Framework Integration Summary,advanced,common,medium,Part 2 §5; Appendix D,"As a summary question: How does the NIST AI RMF's four-function structure (GOVERN, MAP, MEASURE, MANAGE) map to the operational workflow of a financial institution's AI Review Committee?","NIST AI RMF Part 2 §5 describes four functions: GOVERN cultivates risk management culture; MAP establishes context and identifies risks; MEASURE analyzes and assesses risks; MANAGE prioritizes and responds to risks. For a financial institution's AI Review Committee operational workflow: (1) GOVERN function — the committee establishes and maintains the AI governance framework: approving the AI risk policy, defining risk tolerance, establishing roles and responsibilities, ensuring adequate training, and maintaining the AI system inventory; this is the committee's ongoing foundational work; (2) MAP function — for each new or reviewed AI system, the committee reviews the MAP documentation submitted by the AI development team: context establishment, system categorization, benefit-cost analysis, human oversight plan, and impact characterization; the committee uses MAP outputs to decide whether to proceed to detailed evaluation; (3) MEASURE function — the committee reviews TEVV results: performance metrics, fairness evaluation, security assessment, privacy risk, and explainability assessment; the committee challenges measurement methodology and thresholds; (4) MANAGE function — the committee makes go/no-go deployment decisions, selects risk responses, establishes monitoring requirements, and manages incidents; (5) iterative process — the functions are not linear; MANAGE insights feed back into GOVERN (updating policies) and MAP (revising risk identification approaches); (6) the committee's chatbot support tool (this research's design artifact) should be able to support all four functions by providing regulatory-grounded guidance for each stage of the AI Review Committee's workflow.",NIST AI RMF Part 2 §5; Appendix D,G4,Integration summary; maps NIST AI RMF to AI Review Committee workflow — key for paper's framework section
Q101,S001,KR_AI_BASIC_ACT,고영향AI_분류,AI Governance Committee — Structure & Mandate,고영향AI 해당여부 판단,basic,lending,high,제2조제4호(사); 제33조,"A Korean commercial bank's AI Review Committee must determine whether its AI-based personal loan credit scoring system qualifies as '고영향 인공지능' under the AI Basic Act. What criteria apply, and what is the committee's obligation upon determination?","Under Article 2(4)(사) of the Korean AI Basic Act, 고영향 인공지능 includes AI systems used for '채용, 대출 심사 등 개인의 권리·의무 관계에 중대한 영향을 미치는 판단 또는 평가.' An AI-based personal loan credit scoring system directly determines whether an applicant receives a loan, which constitutes a judgment significantly affecting individual rights and obligations. Therefore, it qualifies as 고영향 AI. Under Article 33, the AI operator (인공지능사업자) must: (1) proactively review whether the system qualifies as 고영향 AI before deployment; (2) optionally request confirmation from the Minister of Science and ICT (과학기술정보통신부장관) if uncertain; and (3) once confirmed, comply with all obligations under Article 34 including risk management, explainability, user protection, human oversight, and documentation. The AI Review Committee should build a 고영향 AI determination checklist into its pre-deployment review process.",AI기본법 제2조제4호(사); 제33조,G4,Core classification question; 대출 심사 AI는 고영향 AI의 전형적 사례
Q102,S001,KR_AI_BASIC_ACT,고영향AI_분류,AI Governance Committee — Structure & Mandate,고영향AI 확인 절차,intermediate,common,medium,제33조,The AI Review Committee is unsure whether a new AI system for evaluating small business loan applications qualifies as 고영향 AI. The AI Basic Act provides a formal confirmation process. What steps should the committee take?,"Article 33 of the AI Basic Act establishes a formal 고영향 AI confirmation process. When uncertain whether an AI system qualifies: (1) Internal review first (§33①) — the AI operator must proactively review whether the system qualifies as 고영향 AI before providing any AI product or service; for a small business loan evaluation AI, the committee should assess whether it falls under Article 2(4)(사) (decisions significantly affecting individual rights including loan review); (2) Voluntary confirmation request (§33①) — if the internal review is inconclusive, the operator may request the Minister of Science and ICT to confirm whether the system qualifies; (3) Ministerial confirmation process (§33②) — the Minister must confirm the qualification upon request and may establish an expert committee (전문위원회) for advisory input; (4) Ministerial guidelines (§33③) — the Minister may establish and distribute guidelines on 고영향 AI criteria and examples; the committee should consult these guidelines before requesting formal confirmation; and (5) Practical implication — small business loan evaluation AI likely qualifies under §2(4)(사) given that loan decisions significantly affect a business's operational capability and financial rights. The committee should apply Article 34 obligations upon qualification.",AI기본법 제33조,G4,고영향 AI 확인 절차; 금융사 실무 적용
Q103,S002,KR_AI_BASIC_ACT,고영향AI_사업자책무,Risk Tolerance & Policy,위험관리방안 수립,intermediate,common,high,제34조제1항제1호,"Under the AI Basic Act Article 34, what specific risk management plan (위험관리방안) must a financial institution establish and operate for its 고영향 AI systems? What must this plan contain?","Article 34(1)(1) of the AI Basic Act requires that operators providing 고영향 AI or products/services using 고영향 AI must establish and operate a '위험관리방안' (risk management plan) to ensure safety and trustworthiness. While the Act delegates specific implementation details to Presidential Decree (대통령령), the risk management plan for a financial institution's 고영향 AI should include: (1) risk identification — systematic identification of all foreseeable risks associated with the AI system across its lifecycle, including data bias risks, performance degradation risks, and misuse risks; (2) risk assessment — evaluation of the likelihood and impact of each identified risk on affected persons (영향받는 자) and the institution; (3) risk mitigation measures — specific controls to reduce identified risks to acceptable levels, including technical safeguards, operational procedures, and monitoring mechanisms; (4) residual risk documentation — formal documentation of risks that cannot be fully mitigated and the rationale for accepting them; (5) incident response procedures — defined procedures for detecting, responding to, and recovering from AI-related incidents; (6) review cycle — the plan must be updated regularly and whenever significant changes occur to the AI system; and (7) per Article 34(3), if the institution already complies with equivalent risk management requirements under other laws (e.g., financial regulatory model risk management requirements), this may satisfy Article 34(1)(1) obligations.",AI기본법 제34조제1항제1호,G4,위험관리방안 수립 의무; 금융 내부통제와 연계
Q104,S002,KR_AI_BASIC_ACT,고영향AI_사업자책무,Risk Tolerance & Policy,인간 관리감독 의무,intermediate,lending,high,제34조제1항제4호,Article 34(1)(4) of the AI Basic Act requires '고영향 인공지능에 대한 사람의 관리·감독.' How should a financial institution's AI Review Committee implement meaningful human oversight of credit scoring AI to satisfy this obligation?,"Article 34(1)(4) requires that providers of 고영향 AI implement human management and oversight (사람의 관리·감독) of the AI system. For credit scoring AI, meaningful human oversight implementation includes: (1) human review authority — designate qualified human loan officers with explicit authority and training to review, question, and override AI credit recommendations; oversight must be substantive, not merely rubber-stamping; (2) mandatory human review triggers — define specific cases requiring mandatory human review regardless of AI confidence level: borderline cases, high-value loans, applications from vulnerable populations, applications flagged for unusual patterns; (3) oversight documentation — document all instances of human review, the basis for the review decision, and whether the human agreed with or overrode the AI recommendation; (4) oversight competency — human overseers must understand the AI system's capabilities, limitations, and key decision factors (supported by Article 34(1)(2) explainability obligations); they cannot meaningfully oversee what they do not understand; (5) oversight independence — the human oversight function should be independent from the AI development team to avoid conflicts of interest; (6) aggregate oversight review — the AI Review Committee should regularly review oversight patterns: high override rates may indicate AI problems; near-zero override rates may indicate oversight is ineffective; and (7) escalation to the AI Review Committee for cases where human overseers identify systematic AI issues.",AI기본법 제34조제1항제4호,G2,인간 관리감독 의무; HITL 설계의 법적 근거
Q105,S003,KR_AI_BASIC_ACT,투명성,AI Inventory & Lifecycle Management,AI 사용 사전고지 의무,basic,common,medium,제31조제1항,"Under Article 31(1) of the AI Basic Act, financial institutions must notify customers before providing products or services based on 고영향 AI or generative AI. What are the specific notification requirements and how should the AI Review Committee ensure compliance?","Article 31(1) requires that AI operators (인공지능사업자) who intend to provide products or services using 고영향 AI or 생성형 AI must notify users (이용자) in advance that the product or service operates based on that AI (사전 고지). For a financial institution: (1) scope — notification is required for all customer-facing products and services using 고영향 AI (credit scoring, insurance pricing decisions significantly affecting rights) and any 생성형 AI (e.g., AI-generated financial advice, AI chatbots for customer service); (2) timing — the notification must be provided before the customer interacts with or is subject to the AI-based product/service ('사전에 고지'); (3) content — the notification should clearly state that AI is used in the product or service; while the Act does not specify exact wording, the notification should be clear and comprehensible; (4) format — the notification method is subject to Presidential Decree (대통령령); likely acceptable formats include website disclosures, app notifications, contract terms, or verbal notification for in-person interactions; (5) penalties — failure to notify under §31(1) is subject to a fine of up to ₩30 million (제43조제1항제1호); and (6) AI Review Committee obligation — ensure all 고영향 AI and 생성형 AI deployments include a notification compliance check in the approval process, with documentation of the notification method used.",AI기본법 제31조제1항; 제43조제1항제1호,G3,사전 고지 의무; 위반 시 과태료 3천만원; 금융 고객 접점 전반 적용
Q106,S003,KR_AI_BASIC_ACT,투명성,AI Inventory & Lifecycle Management,생성형AI 결과물 표시 의무,basic,common,medium,제31조제2항; 제31조제3항,"The bank's customer advisory chatbot uses a generative AI model to draft responses. Under Article 31(2) and (3) of the AI Basic Act, what disclosure obligations apply to AI-generated content?","Article 31(2) requires that operators providing 생성형 AI or products/services using 생성형 AI must indicate (표시) that the result is generated by 생성형 AI. Article 31(3) further requires that when AI systems produce realistic synthetic audio, images, or video that is difficult to distinguish from real content (딥페이크equivalent), the operator must notify or mark in a way that users can clearly recognize the content was AI-generated. For a financial advisory chatbot: (1) §31(2) disclosure — all chatbot responses must clearly indicate they are AI-generated; acceptable approaches include a visible 'AI-generated response' label, a persistent 'This conversation is powered by AI' banner, or a disclosure at the start of each interaction; (2) §31(3) application — if the chatbot generates audio responses or video content that could be mistaken for human communication, enhanced disclosure is required; (3) artistic/creative exception (§31(3) proviso) — if the AI-generated content constitutes an artistic or creative work, disclosure may be made in a manner that does not undermine the artistic experience; this exception is unlikely to apply to financial advisory content; (4) regulatory detail — specific disclosure methods and exceptions are determined by Presidential Decree (대통령령); (5) practical implementation — the AI Review Committee should require all generative AI deployments to have a documented disclosure mechanism as a condition of approval.",AI기본법 제31조제2항; 제31조제3항,G3,생성형 AI 결과물 표시 의무; 금융 챗봇 적용
Q107,S004,KR_AI_BASIC_ACT,고영향AI_사업자책무,Human Oversight & Accountability,설명 방안 수립 의무,intermediate,lending,high,제34조제1항제2호; 제3조제2항,Article 34(1)(2) of the AI Basic Act requires 고영향 AI operators to establish and implement an explainability plan (설명 방안). A customer whose loan was rejected demands an explanation. What must the financial institution provide?,"Article 3(2) of the AI Basic Act establishes the foundational right: 영향받는 자 (persons significantly affected by AI) must be able to receive clear and meaningful explanations of the major criteria and principles used in the AI's final output, to the extent technically and reasonably feasible. Article 34(1)(2) operationalizes this by requiring 고영향 AI operators to establish and implement a plan for explaining: (a) the AI's final output result (최종결과); (b) the major criteria and principles used to derive the result (주요 기준 및 원리); and (c) an overview of the training data used in AI development (학습용데이터의 개요). For a rejected loan applicant: (1) the bank must be able to explain which factors most significantly contributed to the rejection (e.g., debt-to-income ratio exceeded threshold, insufficient credit history, recent delinquency); (2) explanations must be in plain language comprehensible to a non-expert; (3) the explanation need not reveal proprietary model architecture but must be substantively meaningful, not merely generic disclaimers; (4) the 'to the extent technically feasible' qualifier acknowledges that complex models (deep learning, ensembles) may have inherent explainability limits, but operators must make genuine efforts; and (5) the AI Review Committee must verify that each 고영향 AI system has a documented and tested explainability mechanism before approval.",AI기본법 제34조제1항제2호; 제3조제2항,G3,설명 방안 수립; 피영향자 설명 요구권의 실무 적용
