id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,G1_score,G1_rationale
Q140,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G2,0.6,"The response includes some relevant obligations but lacks specific details from the ground truth, such as the requirement for a risk management plan and the need for an impact assessment."
Q141,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.4,The response contains significant omissions regarding the specific trust-building measures outlined in Article 29 and does not fully address how financial institutions should align their governance practices with those measures.
Q142,baseline,KR_AI_BASIC_ACT,intermediate,insurance,medium,G4,1.0,The AI response accurately identifies the relevant articles of the AI Basic Act and correctly applies them to the scenario involving telematics AI for auto insurance premiums.
Q143,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G3,0.8,The response accurately addresses the bank's obligations under GDPR but omits specific details about the genuine effort required and the use of post-hoc explainability methods.
Q144,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,"The response captures some key elements of AI convergence and governance but lacks specific details from Article 19, such as the regulatory sandbox and government support for R&D collaboration."
Q145,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.8,The AI response accurately addresses key aspects of explainability and human oversight but lacks specific details on the required explanation delivery mechanism and appeal process design.
Q146,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,The response contains some accurate elements regarding data quality and compliance but lacks specific details from Article 15 and misattributes GDPR as a primary regulation instead of focusing on the Personal Information Protection Act.
Q147,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.8,The AI response accurately addresses the impact of Article 16 on financial institutions' AI Review Committees' strategic planning but omits some specific details about liability protection and market opportunities mentioned in the ground truth.
Q148,baseline,KR_AI_BASIC_ACT,advanced,common,medium,G4,0.8,"The AI response accurately outlines actionable steps for monitoring and implementing obligations under Article 34(1)(6), but it lacks some specific details regarding the dynamic nature of these obligations and the need for retroactive application."
Q149,baseline,KR_AI_BASIC_ACT,intermediate,compliance,high,G4,0.8,"The response accurately identifies the classification of AI under Article 2(4)(자) and its implications for a bank acting as a government service agent, but it lacks some details regarding the indirect application and specific governance requirements."
Q150,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The response contains some correct elements regarding the provisions of the Korean AI Basic Act but lacks specific details on the classification stage and ongoing monitoring, which are critical to the operational workflow of the AI Review Committee."
Q151,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G1,0.8,The response accurately identifies key risks and regulatory provisions but omits specific details about the lifecycle stages and the need for documentation updates as required by the ground truth.
Q152,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,0.6,"The response includes some correct elements regarding the need for risk assessment and stakeholder engagement, but it lacks specific details from the ground truth, such as the required gap documentation, feasibility assessment, and submission to the Ministry of Science and ICT."
Q153,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.8,"The response accurately identifies the inadequacy of the current notification method but omits specific details about timing, prominence, and comprehensibility requirements outlined in the ground truth."
Q154,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.4,"The AI response inaccurately references GDPR instead of the specific Article 31(1) obligations and consequences outlined in the ground truth, leading to significant factual errors."
Q155,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.6,"The response contains some accurate elements regarding the need for separate classification and human oversight, but it lacks a comprehensive analysis of the pipeline-level classification and the specific obligations under the AI Basic Act."
Q156,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response contains some correct elements regarding the legal basis for an internal AI Review Committee but lacks specific references to key articles and provisions from the AI Basic Act that provide a more comprehensive legal foundation.
Q157,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,0.8,"The AI response accurately describes the interaction between the AI Basic Act and the Financial Consumer Protection Act, but it lacks specific details about the integration opportunities and the role of the Credit Information Act."
Q158,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,"The response includes some correct elements regarding support mechanisms but lacks specific details from the ground truth, such as the prioritization of SMEs and the specific articles that provide compliance assistance."
Q159,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,"The response includes some relevant regulations and considerations but lacks specific obligations outlined in the ground truth, such as lifecycle risk management and ongoing explanation obligations."
Q160,baseline,KR_AI_BASIC_ACT,advanced,common,medium,G4,0.6,The response includes relevant compliance dimensions and maturity levels but lacks specific details and structured definitions as outlined in the ground truth.
Q161,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,0.6,"The AI response includes some relevant documentation elements but omits several key requirements specified in the ground truth, such as the 고영향 AI Classification Record and specific details about the User Protection Plan."
Q162,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,"The response includes some relevant compliance steps but lacks specific details on disclosure design options, clarity standards, accessibility requirements, and consistency mandates as outlined in the ground truth."
Q163,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.8,"The response accurately identifies the need for a new classification review under Article 33 due to the major architecture change, but it lacks specific details about the obligations under Article 34 and other critical compliance aspects mentioned in the ground truth."
Q164,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,The response accurately outlines compliance timelines and management strategies but lacks specific details on the provisions and their implications as stated in the ground truth.
Q165,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.6,"The AI response identifies some relevant systemic financial risks and connects them to Article 34 obligations, but it lacks specific details and examples mentioned in the ground truth, leading to notable gaps."
Q166,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G3,0.4,"The response inaccurately states that the AI Basic Act mandates public disclosure of AI system performance and decision-making processes, which is not supported by the ground truth."
Q167,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.4,The response contains significant omissions regarding specific requirements from the Financial Company Governance Act and lacks details on board oversight and accountability measures related to AI Basic Act compliance.
Q168,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,0.6,"The response contains some correct elements regarding safety incidents and recommended actions, but it lacks specific operational definitions and thresholds for performance degradation as outlined in the ground truth."
Q169,baseline,KR_AI_BASIC_ACT,intermediate,lending,medium,G2,0.8,"The response accurately addresses the principle of enhancing quality of life in financial AI governance and credit inclusion, but it lacks some specific details from the ground truth, such as the explicit mention of fairness obligations and practical committee assessments."
Q170,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,The response includes some relevant points about compliance and consumer protection but lacks specific references to the AI Basic Act provisions and critical details regarding the obligations for AI-generated content in financial marketing.
Q171,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,"The response accurately captures the essence of Article 4(1) and its implications for a Korean bank's overseas AI operations, but it omits specific details about the national security exemption and the complexities of cross-border compliance."
Q172,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,"The AI response accurately outlines actionable steps for monitoring and preparing for the expansion of 고영향 AI domains, but it lacks specific references to the regulatory context and potential candidates for expansion mentioned in the ground truth."
Q173,baseline,KR_AI_BASIC_ACT,advanced,common,high,G3,0.6,The response contains some correct elements regarding the interaction between the AI Basic Act and PIPA but lacks specific details about the precedence of PIPA as lex specialis and the complementary nature of the two laws.
Q174,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,"The response includes some relevant elements regarding safety and innovation but lacks specific details on the balanced governance approach outlined in the ground truth, such as the proportionality principle and regulatory sandbox utilization."
Q175,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.2,"The AI response fundamentally misunderstands the classification criteria, incorrectly stating that the bank's energy management AI qualifies as 고영향 AI under Article 2(4)(가), despite the ground truth indicating it does not."
Q176,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The AI response accurately identifies who qualifies as '영향받는 자' and outlines their rights, but it omits specific references to the relevant articles and obligations from the ground truth."
Q177,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.6,"The response captures some key elements of operationalizing AI ethics but lacks specific details from the ground truth, such as the emphasis on human dignity, rights and welfare protection, and the need for an annual ethics review."
Q178,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G2,0.6,"The response includes some relevant provisions and concepts but lacks specific details from the ground truth, such as the mandatory impact assessments and specific support measures for elderly customers."
Q179,baseline,KR_AI_BASIC_ACT,basic,lending,low,G4,0.6,"The response contains some correct elements regarding compliance and risk assessment but lacks specific details about the classification assessment, simplified compliance measures, and sector association resources mentioned in the ground truth."
Q180,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response includes some relevant elements related to trustworthiness and governance but lacks specific details from Article 29 and does not fully address the recommended program structure outlined in the ground truth.
Q181,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The response includes some relevant elements for compliance monitoring but lacks specific details and structured framework outlined in the ground truth, such as the unified compliance register and risk-tiered review frequency."
Q182,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response contains some correct elements regarding the exemption but lacks critical details about the requirement for sole use for defense/security purposes and the implications of dual-use scenarios.
Q183,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,"The AI response includes some correct elements regarding monitoring and preparation strategies but lacks specific details from the ground truth, such as the importance of engaging with industry associations and the need for a 6-month implementation buffer."
Q184,baseline,KR_AI_BASIC_ACT,basic,lending,medium,G4,0.6,"The response includes some correct elements regarding assistance available to SMEs but lacks specific details about the types of support outlined in the ground truth, such as consulting support and template documentation."
Q185,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G2,0.6,The response identifies some key governance issues related to biased data but lacks specific details on risk management obligations and data source assessment as outlined in the ground truth.
Q186,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G3,0.6,"The response identifies the need for meaningful explanations and mentions regulatory requirements, but it inaccurately cites Article 13 instead of Article 3(2) and lacks specific details on what constitutes a meaningful explanation as outlined in the ground truth."
Q187,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,1.0,"The AI response accurately reflects the requirements of Article 34(1)(4) regarding human oversight in high-impact AI decision-making, correctly identifying the compliance issues with the bank's fully automated loan approval system."
Q188,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.8,The response accurately captures the essence of Articles 27 and 28 but omits specific details about the independent ethics committee and the broader benefits of ethical leadership.
Q189,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,The AI response accurately identifies the regulatory framework and high-risk nature of the AI application but lacks specific details on the implications of the financial health score on individual rights and downstream uses.
Q190,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.4,"The AI response contains significant inaccuracies and omissions regarding the specific principles outlined in Article 3 of the AI Basic Act, failing to address key elements such as explanation rights and vulnerable population inclusion."
Q191,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.4,"The response contains significant inaccuracies regarding the specific requirements of the AI Basic Act, particularly in relation to the classification of high-risk AI and the necessary compliance documentation."
Q192,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,"The AI response accurately states that the AI Basic Act does not mandate external audits and highlights the value of such audits, but it lacks some specific details and examples provided in the ground truth."
Q193,baseline,KR_AI_BASIC_ACT,advanced,investment,high,G4,0.8,"The AI response accurately identifies the potential classification of the automated stock order routing system as 고영향 AI and discusses relevant governance considerations, but it lacks some nuanced details from the ground truth regarding the specific regulatory articles and the impact severity assessment."
Q194,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.6,"The response includes some correct elements regarding the user protection plan and the role of the AI Review Committee, but it lacks specific details about the mandatory appeal process, explanation provision, and feedback requirements outlined in the ground truth."
Q195,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,"The response includes some correct elements regarding transparency and documentation but lacks specific details on customer notification, generative AI disclosure, and pre-examination self-assessment as outlined in the ground truth."
Q196,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The AI response accurately addresses the incorporation of sustainability into the governance framework but omits some specific elements from the ground truth, such as detailed aspects of model longevity and data sustainability."
Q197,baseline,KR_AI_BASIC_ACT,advanced,fraud_detection,high,G2,0.4,The AI response inaccurately references the AI Act instead of the AI Basic Act and lacks specific details about the obligations and provisions relevant to deepfake-related financial fraud risks as outlined in the ground truth.
Q198,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The AI response accurately captures the overarching purpose of the AI Basic Act and provides relevant guidance for the AI Review Committee, though it lacks some specific details from the ground truth."
Q199,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The response includes some relevant elements but lacks specific details on regulatory mapping, gap analysis, and the need for bilingual documentation, which are critical for satisfying both the Korean AI Basic Act and the EU AI Act."
Q200,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.4,"The AI response outlines a compliance lifecycle but significantly deviates from the specific phases and requirements detailed in the ground truth, missing critical elements such as specific articles and detailed actions required for each phase."
Q201,baseline,EU_AI_ACT,basic,lending,high,G4,0.8,The response accurately identifies the AI credit scoring system as high-risk under the EU AI Act but omits specific details about the fraud detection exception and the obligations under Chapter III.
Q202,baseline,EU_AI_ACT,basic,insurance,high,G4,0.8,The response accurately identifies the high-risk classification of the AI system but omits specific references to Annex III §5(c) and some detailed obligations under Chapter III Section 2.
Q203,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.8,The response accurately outlines key requirements of Article 9 but omits some specific details and nuances present in the ground truth.
Q204,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The AI response accurately addresses the integration of AI risk management with existing frameworks and emphasizes documentation and monitoring, but it lacks specific mention of conducting a gap analysis and identifying novel requirements as highlighted in the ground truth."
Q205,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,The response accurately covers most key aspects of Article 10 but omits specific details about special category data limitations and the role of the AI Review Committee.
Q206,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response accurately addresses the need for data quality and bias mitigation but omits specific details about the mandatory bias examination, impact assessment, and special category data processing outlined in the ground truth."
Q207,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.8,The response accurately captures most key elements required by Article 13 but omits specific details such as the identity of the provider and the expected lifetime of the system.
Q208,baseline,EU_AI_ACT,intermediate,lending,high,G2,0.8,"The response accurately outlines key human oversight measures but omits specific details required by Article 14, such as the explicit training on automation bias and the need for documented override processes."
Q209,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,The AI response accurately covers most key elements required in the technical documentation but omits specific details from Annex IV and the responsibility allocation nuances.
Q210,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,The AI response accurately captures the essence of the logging requirements but omits specific details such as the minimum log contents and the distinction between deployer and provider obligations.
Q211,baseline,EU_AI_ACT,intermediate,common,high,G4,0.6,The response captures some key obligations but lacks specific details and completeness regarding all requirements outlined in Article 16 of the EU AI Act.
Q212,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,"The AI response includes some relevant elements of a Quality Management System but lacks specific details and structure outlined in Article 17, missing critical components such as regulatory compliance strategy and post-market monitoring."
Q213,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.4,"The AI response contains significant inaccuracies and omissions regarding the specific obligations under Article 26 for deployers of High-Risk AI systems, focusing instead on general obligations from other articles."
Q214,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The AI response accurately identifies the requirement for a FRIA and covers key components, but it lacks specific details about the conditions under which the bank's credit scoring AI qualifies as a High-Risk AI system and the exact mandatory content of the FRIA as outlined in the ground truth."
Q215,baseline,EU_AI_ACT,intermediate,insurance,high,G1,0.8,"The response accurately addresses the requirements of Article 15 regarding accuracy, robustness, and cybersecurity, but lacks specific details on accuracy metrics and continuous monitoring as outlined in the ground truth."
Q216,baseline,EU_AI_ACT,basic,fraud_detection,low,G4,0.2,"The AI response fundamentally misunderstands the governance question by incorrectly classifying fraud detection AI as high-risk, despite the explicit exemption stated in the EU AI Act."
Q217,baseline,EU_AI_ACT,intermediate,investment,medium,G4,0.4,"The response inaccurately states that the robo-advisory AI qualifies as high-risk under the EU AI Act, while the ground truth indicates it does not fit any high-risk categories in Annex III."
Q218,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.6,"The AI response includes some correct elements regarding post-market monitoring but lacks specific details required by Article 72, such as the need for disaggregated performance metrics and the connection to serious incident reporting."
Q219,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response accurately defines 'serious incident' and outlines the reporting process, but it omits some specific details from the ground truth, such as the role of the AI Review Committee and the distinction from standard monitoring."
Q220,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,The response accurately addresses the self-assessment option for high-risk AI systems but lacks specific details about the eligibility criteria and requirements outlined in the ground truth.
Q221,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response contains some correct elements regarding user notification and data usage transparency but notably omits key aspects of Article 50, such as the specific requirements for marking AI-generated content and the lack of explicit penalties for non-compliance."
Q222,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The AI response accurately addresses the governance structure and its implications for financial institutions' AI Review Committees, but it omits specific details about the roles of the Scientific Panel and Advisory Forum, which are relevant to the overall governance context."
Q223,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,"The response includes some relevant provisions from the EU AI Act but lacks specific details about the distinctions between GPAI models and systems, the obligations of the LLM provider, and the bank's responsibilities as a downstream deployer."
Q224,baseline,EU_AI_ACT,intermediate,lending,high,G2,0.6,"The response contains some correct elements regarding Article 5 prohibitions but misidentifies the articles and lacks specific details about the prohibitions most relevant to financial AI, leading to notable gaps."
Q225,baseline,EU_AI_ACT,intermediate,common,high,G2,0.6,The response includes some correct elements regarding monitoring and risk assessment but lacks specific details about the obligations under Articles 26(4) and 26(5) and does not mention the requirement to inform the provider or suspend use of the AI system.
Q226,baseline,EU_AI_ACT,intermediate,common,high,G4,0.4,The AI response contains significant inaccuracies regarding the penalty levels and does not fully address the governance prioritization implications as outlined in the ground truth.
Q227,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The AI response accurately addresses the need for monitoring and adapting to changes in the EU AI Act but lacks specific details on the mechanisms outlined in the ground truth, such as the role of delegated acts and the timeline for evaluation."
Q228,baseline,EU_AI_ACT,advanced,lending,medium,G4,0.8,"The AI response accurately reflects the provisions of Article 6(3) and the classification of credit scoring AI as High-Risk, but it lacks some details about the narrow applicability of the exception and the documentation requirements."
Q229,baseline,EU_AI_ACT,intermediate,compliance,medium,G4,0.4,"The AI response inaccurately classifies the bank's AML AI system as high-risk under the EU AI Act, failing to recognize that it does not operate 'by or on behalf of law enforcement authorities' and thus does not meet the criteria outlined in Annex III."
Q230,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The AI response accurately identifies that the EU AI Act does not explicitly address environmental impact but omits some details about recitals, risk management connections, and the evolving regulatory landscape."
Q231,baseline,EU_AI_ACT,basic,common,medium,G4,0.4,"The response contains significant inaccuracies regarding the phased implementation schedule and obligations for financial institutions, failing to accurately reflect the specific timelines and requirements outlined in the ground truth."
Q232,baseline,EU_AI_ACT,intermediate,investment,medium,G3,0.8,The response accurately addresses the requirement to inform loan officers about the use of High-Risk AI but omits specific details about the timing of information provision and the role of workers' representatives.
Q233,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,The response accurately addresses key aspects of Article 15(3) regarding redundancy and cybersecurity measures but lacks specific details on resilience against manipulation and errors as outlined in the ground truth.
Q234,baseline,EU_AI_ACT,advanced,lending,high,G2,0.6,"The response identifies some relevant misuse scenarios but omits several key points from the ground truth, such as the risks of secondary use of scoring data and delayed updates."
Q235,baseline,EU_AI_ACT,basic,common,low,G4,0.8,The response accurately addresses the AI literacy obligations for the bank's AI Review Committee but omits specific details about the varying literacy needs based on roles and the proportionality aspect mentioned in the ground truth.
Q236,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,The response accurately outlines the disclosure requirements and exceptions of Article 50(1) but omits some specific details regarding the practical implementation and enforcement aspects.
Q237,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response contains some correct elements regarding registration requirements and responsible parties but omits specific details from the ground truth, such as the exact content required for registration and the lack of additional deployer registration for credit scoring AI."
Q238,baseline,EU_AI_ACT,advanced,insurance,high,G4,0.6,The response includes some correct elements regarding the assessment of residual risk but lacks specific details on the three-step hierarchy and the documentation requirements outlined in the ground truth.
Q239,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,The response accurately addresses the management accountability requirement and board-level reporting implications but lacks some specific details and nuances present in the ground truth.
Q240,baseline,EU_AI_ACT,intermediate,common,high,G4,0.8,"The response accurately identifies the classification of the AI system as high-risk and outlines relevant obligations, but it omits specific articles and details from the ground truth regarding the full scope of obligations and deployment concerns."
Q241,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The AI response contains some correct elements regarding the EU Declaration of Conformity but omits several key details specified in Annex V, leading to notable gaps."
Q242,baseline,EU_AI_ACT,advanced,lending,high,G4,0.8,The response accurately identifies the need for a new conformity assessment due to significant changes but lacks detailed references to specific articles and implications of substantial modifications as outlined in the ground truth.
Q243,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,The response accurately summarizes the scope of the EU AI Act and the R&D exemption but omits critical details about the strict interpretation of 'sole purpose' and the implications of testing in real conditions.
Q244,baseline,EU_AI_ACT,intermediate,common,low,G3,0.8,The AI response accurately captures the essence of Article 78's protections for confidential business information but omits some specific details and nuances present in the ground truth.
Q245,baseline,EU_AI_ACT,advanced,common,high,G2,0.6,"The response includes some correct elements regarding human oversight but lacks specific details from the ground truth, such as the need for structured training on AI capabilities and biases, and the formal override process."
Q246,baseline,EU_AI_ACT,advanced,lending,high,G3,0.8,"The response accurately addresses the interaction between the EU AI Act and GDPR, highlighting key points of independence and complementarity, but lacks some specific details from the ground truth."
Q247,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.6,"The response contains some correct elements regarding the right to explanation and the need for clarity, but it lacks specific details about the content of the explanation required by Article 86 and does not fully address the relationship to GDPR or the practical implementation aspects."
Q248,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response accurately addresses the use of voluntary codes of conduct for non-high-risk AI systems by financial institutions, but it omits specific examples and details from the ground truth regarding the content of the codes and the role of the AI Office."
Q249,baseline,EU_AI_ACT,advanced,common,high,G4,1.0,"The AI response accurately addresses the applicability of the EU AI Act to the Korean-developed credit scoring AI, correctly outlining the regulatory requirements and obligations for high-risk AI systems."
Q250,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The AI response accurately captures the key elements of the EU AI Act's High-Risk AI framework and its mapping to the AI Review Committee's workflow, but it omits some specific details and phases outlined in the ground truth."
Q251,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.6,"The response includes some correct elements regarding risk assessment and monitoring but lacks specific details on mandatory testing procedures, metrics, and thresholds required by the EU AI Act."
Q252,baseline,EU_AI_ACT,advanced,lending,high,G1,0.6,"The response includes some relevant safeguards but lacks specific details from Article 60, such as the requirement for a testing plan, informed consent, and notification to authorities."
Q253,baseline,EU_AI_ACT,intermediate,insurance,high,G3,0.8,The response accurately addresses the need for accuracy metrics and disaggregated performance data but omits specific references to the detailed requirements outlined in Article 13(3) and does not mention the implications for the AI Review Committee.
Q254,baseline,EU_AI_ACT,advanced,common,high,G2,0.6,The response captures some key elements of the notification obligations under Article 26(5) but lacks specific details about the immediate actions required and the comprehensive reporting requirements outlined in the ground truth.
Q255,baseline,EU_AI_ACT,intermediate,lending,high,G2,0.8,The AI response accurately outlines key implementation steps for Article 9(9) but lacks some specific examples and detailed considerations for various vulnerable groups as mentioned in the ground truth.
Q256,baseline,EU_AI_ACT,basic,common,medium,G3,0.8,The response accurately captures the core retention obligation of 10 years but omits specific details about the types of documentation required and the implications for serious incidents.
Q257,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response accurately outlines the cooperation obligations and preparation steps for the Korean bank but omits some specific details from the ground truth, such as the need for a designated authorized representative and confidentiality protections."
Q258,baseline,EU_AI_ACT,basic,common,low,G4,1.0,The AI response accurately addresses the governance question by correctly stating the eligibility of smaller financial institutions for support measures under Article 62 of the EU AI Act and providing relevant details.
Q259,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.6,"The response contains some correct elements regarding transitional provisions but lacks specific details about the grandfather clause, substantial modifications, and the voluntary compliance option outlined in the ground truth."
Q260,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,The AI response accurately addresses the significance of harmonised standards and the presumption of conformity but omits specific details about the standards and practical benefits for financial institutions.
Q261,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.6,"The AI response includes some correct elements regarding the required documentation for credit scoring AI but lacks several specific details and structure outlined in the ground truth, such as the comprehensive requirements from Annex IV."
Q262,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response captures some key elements of the marking requirement but lacks specific details about machine-readable formats, detection capabilities, and the regulatory timeline."
Q263,baseline,EU_AI_ACT,advanced,lending,high,G1,0.8,The AI response accurately addresses the relevance and representativeness obligations but omits specific details about data preprocessing responsibilities and documentation requirements.
Q264,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response accurately addresses the impact of market surveillance on financial institutions' AI operations and provides relevant preparation recommendations, but it omits some specific details from the ground truth, such as the triggers for investigations and the cooperation obligations."
Q265,baseline,EU_AI_ACT,advanced,common,high,G4,0.4,"The response contains significant inaccuracies regarding the obligations under Article 55, misattributing responsibilities to the bank instead of the LLM provider and omitting critical details about compliance requirements specific to systemic risk models."
Q266,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response accurately captures the essence of Article 87 and its implications for AI governance culture, but it omits some specific details regarding the scope of protection and the design of internal reporting channels."
Q267,baseline,EU_AI_ACT,basic,common,low,G4,0.8,The response accurately outlines the need for monitoring and incorporating the European AI Board's opinions but lacks specific details on the legal status of these opinions and the connection to industry engagement.
Q268,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.8,"The AI response accurately identifies the High-Risk classification under Annex III §5(a) and discusses compliance requirements, but it lacks clarity on the critical jurisdictional element regarding whether the bank acts as an agent of a public authority."
Q269,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.6,The AI response includes some relevant data points and structures for the data-sharing relationship but lacks specific details required by Article 72(4) and omits critical elements such as the need for aggregate data and specific contractual obligations.
Q270,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,The AI response accurately identifies key concerns related to social scoring under Article 5(1)(c) but lacks some specific details from the ground truth regarding the implications of using social behavior data in financial contexts.
Q271,baseline,EU_AI_ACT,intermediate,common,high,G4,0.4,The response inaccurately references the GDPR instead of the EU AI Act and omits critical details about the authorized representative's specific obligations under Article 22 of the AI Act.
Q272,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response accurately addresses the adversarial robustness requirements of Article 15 and provides actionable recommendations, but it omits some specific details about the balance between legitimate behavior and fraudulent gaming, as well as the need for updates to risk management and technical documentation."
Q273,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response accurately describes the purpose and benefits of AI sandboxes for financial institutions but omits some specific details from the ground truth, such as the eligibility criteria and the coordination with existing financial regulatory sandboxes."
Q274,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,The AI response accurately addresses the need for representativeness and bias assessment but omits specific compliance options and detailed requirements outlined in the ground truth.
Q275,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,The response includes relevant factors for decision-making but lacks specific references to compliance thresholds and the detailed requirements outlined in Article 26(4) regarding non-compliance and suspension processes.
Q276,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.6,The AI response includes some correct elements regarding transparency and communication but lacks specific details on the explanation generation process and clarity standards required by Article 86.
Q277,baseline,EU_AI_ACT,intermediate,compliance,high,G4,0.2,"The AI response fundamentally misunderstands the classification criteria under Annex III §8, incorrectly stating that the bank's internal legal AI is high-risk despite it not being used by or on behalf of a judicial authority."
Q278,baseline,EU_AI_ACT,advanced,common,medium,G4,0.8,"The response accurately identifies the roles of provider, deployer, operator, and user, and outlines compliance obligations, but it lacks some specific details from the ground truth regarding dual role implications and the heavier compliance burden for self-developed AI."
