id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,G4_score,G4_rationale
Q131,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.4,"The AI response misstates the definitions and regulatory references for key terms in the AI Basic Act, leading to significant omissions and inaccuracies."
Q132,baseline,KR_AI_BASIC_ACT,intermediate,investment,medium,G4,0.8,The response mostly complies with the regulatory framework by identifying key aspects of 고영향 AI but omits specific references to Article 2(4) and the nuances of customer vulnerability and automation degree.
Q133,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.6,"The response addresses some key obligations under the AI Basic Act but omits critical requirements such as the specific obligations under Article 34 related to risk management, explainability, and documentation."
Q134,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The AI response partially addresses the legal effect of the recommendation and suggests actions for compliance, but it omits critical details about the advisory nature of the recommendations and the specific obligations under the Korean AI Basic Act."
Q135,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.4,"The response identifies some obligations and opportunities but misstates specific articles and lacks critical details from the AI Basic Act, leading to a weak compliance evaluation."
Q136,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,"The response addresses some key obligations under the AI Basic Act but omits critical requirements such as the specific labeling of AI-generated responses and enhanced disclosure for synthetic content, which are essential for compliance."
Q137,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,1.0,"The AI response accurately identifies and interprets all key regulatory requirements from Article 6(2)(5) of the AI Basic Act, providing a comprehensive framework for the AI Review Committee that aligns with the principles of fairness, transparency, accountability, safety, and accessibility."
Q138,baseline,KR_AI_BASIC_ACT,advanced,insurance,high,G2,0.8,"The response mostly complies with the AI Basic Act by identifying key rights and obligations, but it omits specific references to Articles 34(1)(2) and (3) regarding explainability and user protection plans."
Q139,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The response mostly complies with the regulatory framework by identifying the AI Policy Center's role and providing actionable recommendations, but it lacks specific references to all obligations outlined in Article 11 of the AI Basic Act."
Q140,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G2,0.6,"The response identifies some relevant obligations but omits critical requirements specific to the Korean AI Basic Act, such as the need for a risk management plan and a fundamental rights impact assessment."
Q141,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.6,The response partially addresses trust-building measures but omits specific details from Article 29 of the AI Basic Act and does not fully align financial institutions' governance practices with all key compliance obligations.
Q142,baseline,KR_AI_BASIC_ACT,intermediate,insurance,medium,G4,1.0,"The AI response correctly identifies and interprets the relevant regulatory provisions, accurately applying Article 2(4)(사) to the telematics AI used for insurance premium determination, while addressing compliance obligations and potential risks."
Q143,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G3,0.8,"The response mostly complies with regulatory requirements by addressing the need for transparency and the limitations of the 'technically feasible' clause, but it misidentifies the relevant regulation as GDPR instead of the EU AI Act."
Q144,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.6,"The response addresses some opportunities for innovation and governance considerations but omits critical aspects of Article 19, such as the regulatory sandbox and specific obligations for high-impact AI systems."
Q145,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.6,The response addresses some key compliance obligations but notably omits specific requirements from the EU AI Act and lacks detailed mechanisms for explanation delivery and appeal processes as outlined in the ground truth.
Q146,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.8,"The AI response mostly complies with the regulatory framework by addressing key obligations such as data quality, consent, and documentation, but it omits specific references to the integrated provision system and public data integration aspects of Article 15."
Q147,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.8,"The response mostly complies with the regulatory requirements by identifying key aspects of Article 16 and their implications for financial institutions, but it lacks specific mention of the liability protection and government support provisions that are critical to a full understanding of the regulatory framework."
Q148,baseline,KR_AI_BASIC_ACT,advanced,common,medium,G4,0.8,"The AI response mostly complies with the regulatory requirements by identifying key obligations and providing actionable steps, but it lacks specific references to the dynamic nature of obligations and the need for retroactive application, which are critical for full compliance."
Q149,baseline,KR_AI_BASIC_ACT,intermediate,compliance,high,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements under Article 2(4)(자), correctly applies them to the scenario of a bank acting as a government service agent, and covers key compliance obligations without any misstatements or omissions."
Q150,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,The response addresses some key provisions of the Korean AI Basic Act but omits critical details regarding the classification of high-impact AI and the specific compliance obligations outlined in Articles 34 and 35.
Q151,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G1,0.8,"The response mostly complies with the regulatory requirements by identifying key risks and obligations under the AI Basic Act, but it omits specific details about the documentation obligation under Article 34(1)(5) and does not fully address the lifecycle-wide risk management plan."
Q152,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,0.6,"The response addresses some key requirements under the AI Basic Act but omits critical details regarding gap documentation, feasibility assessments, and submission obligations, leading to notable omissions."
Q153,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.8,The AI response correctly identifies the need for clear and understandable notification under Article 31(1) but lacks a detailed analysis of timing and comprehensibility requirements.
Q154,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.2,"The AI response incorrectly references GDPR instead of the Korean AI Basic Act, misinterpreting the regulatory framework and omitting critical obligations specific to the violation of Article 31(1) and its consequences."
Q155,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.6,"The response identifies some relevant regulatory requirements but misstates the classification approach by suggesting separate classification instead of a holistic pipeline-level analysis, omitting critical aspects of the Korean AI Basic Act."
Q156,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,"The response partially addresses the legal basis for an internal AI Review Committee but omits critical provisions from the AI Basic Act, such as Articles 28 and 34, which provide a more comprehensive foundation for its necessity and structure."
Q157,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of both the AI Basic Act and the Financial Consumer Protection Act, demonstrating a clear understanding of how the two frameworks can be satisfied simultaneously."
Q158,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,The response identifies key support mechanisms under the AI Basic Act but omits specific articles related to compliance assistance for SMEs and does not fully address the proportionality principle or vendor reliance limitations.
Q159,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response partially addresses relevant obligations but notably omits specific provisions from the AI Basic Act related to lifecycle risk management and documentation requirements during the retirement process.
Q160,baseline,KR_AI_BASIC_ACT,advanced,common,medium,G4,0.6,The response addresses some compliance dimensions relevant to the AI Basic Act but omits critical obligations such as specific maturity levels for 고영향 AI classification and detailed compliance obligations under Articles 34 and 35.
Q161,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,0.4,"The AI response largely misses critical regulatory requirements outlined in Article 34(1)(5) of the Korean AI Basic Act, such as the specific documentation needed for safety and trustworthiness measures, and does not accurately interpret the obligations under the relevant regulation."
Q162,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.4,"The response misidentifies the regulatory provision as Article 31(2) of the GDPR instead of the correct Article 31(2) of the EU AI Act, and it omits critical requirements such as specific disclosure design options and clarity standards."
Q163,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,0.6,"The response correctly identifies the need for a classification review under the EU AI Act but fails to address specific obligations under the Korean AI Basic Act, leading to notable omissions."
Q164,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,1.0,"The AI response accurately identifies and interprets the staggered compliance timelines and obligations under the AI Basic Act, covering all key requirements without omissions or misstatements."
Q165,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,0.8,"The AI response mostly complies with regulatory requirements by identifying key systemic risks and connecting them to Article 34 obligations, but it omits specific details about correlated credit AI decisions and third-party AI concentration risks."
Q166,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G3,0.6,"The response partially addresses the regulatory requirements but misinterprets the AI Basic Act by suggesting a mandatory public transparency report, while the Act supports voluntary disclosure."
Q167,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.4,"The response largely misses critical regulatory requirements specific to the AI Basic Act, such as the need for board oversight of compliance status, the role of the risk committee, and the importance of documenting compliance discussions in board meeting minutes."
Q168,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,0.6,The response partially addresses the regulatory requirements but omits specific operational definitions for safety incident thresholds and misstates the acceptable performance degradation metrics.
Q169,baseline,KR_AI_BASIC_ACT,intermediate,lending,medium,G2,0.8,"The response mostly complies with regulatory requirements by addressing the principle of enhancing quality of life and credit inclusion, but it omits specific references to the fairness obligation under Article 6(2)(5) and the need for annual assessments."
Q170,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.6,The response partially addresses relevant obligations under the AI Basic Act and consumer protection laws but omits specific provisions from the AI Basic Act and fails to mention the need for human review of AI-generated content.
Q171,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of Article 4(1) of the AI Basic Act, covering key compliance obligations for a Korean bank's overseas AI operations without any misstatements or omissions."
Q172,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of the AI Basic Act, covering all key compliance obligations for monitoring and preparing for the expansion of 고영향 AI domains."
Q173,baseline,KR_AI_BASIC_ACT,advanced,common,high,G3,0.6,"The response addresses some key provisions and the interaction between the AI Basic Act and PIPA, but it omits critical details regarding the specific articles and obligations outlined in the ground truth."
Q174,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with the AI Basic Act by addressing key considerations for balancing innovation and safety, but it lacks specific references to the proportionality principle and regulatory sandbox utilization as outlined in the ground truth."
Q175,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.2,"The AI response misinterprets the regulatory framework by incorrectly classifying the bank's energy management AI as 고영향 AI under Article 2(4)(가), despite the ground truth indicating it does not meet the criteria for energy supply."
Q176,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The response mostly complies with regulatory requirements by identifying affected persons and their rights, but it misstates the specific obligations under the Korean AI Basic Act and does not fully address the institutional obligations outlined in Article 34."
Q177,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,0.8,"The response mostly complies with the regulatory framework by addressing key aspects of AI ethics as defined in the AI Basic Act, but it lacks specific references to the protection of life and property and does not fully capture the comprehensive nature of ethical standards across all stages of AI development, provision, and use."
Q178,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G2,0.6,The response identifies some relevant provisions of the amended AI Basic Act but omits critical aspects such as the mandatory impact assessments for AI-vulnerable populations and specific obligations for elderly customer considerations.
Q179,baseline,KR_AI_BASIC_ACT,basic,lending,low,G4,0.6,"The response addresses some key compliance obligations under the AI Basic Act but omits specific references to Articles 33 and 34, which are critical for the cooperative's proportional compliance approach."
Q180,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response partially addresses the regulatory requirements of the Korean AI Basic Act but misattributes Article 29 to the EU AI Act and omits specific provisions related to voluntary codes of conduct and cooperative activities.
Q181,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,"The response identifies key compliance obligations under Article 34 and outlines a structured approach, but it lacks specific details on the unified compliance register and risk-tiered review frequency, which are critical for comprehensive compliance monitoring."
Q182,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.6,The response partially addresses the exemption under Article 4(2) but misinterprets the requirement of 'solely' for defense/security purposes and does not adequately discuss the implications of dual-use scenarios.
Q183,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with the regulatory framework by identifying key monitoring strategies and preparation actions, but it lacks specific references to all relevant obligations under Article 34 and does not fully address the implications of other articles mentioned in the ground truth."
Q184,baseline,KR_AI_BASIC_ACT,basic,lending,medium,G4,0.8,"The response identifies several forms of assistance available under Article 17(3) but omits specific details about impact assessments and the importance of proportionate compliance, which are critical for a fintech lender."
Q185,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G2,0.8,"The response identifies key regulatory concerns and obligations but omits specific references to Article 34(1) and the need for a data source assessment, which are critical for full compliance."
Q186,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G3,0.6,The response identifies the need for meaningful explanations under the AI Basic Act but misstates the specific articles and omits critical details regarding the required content of explanations and the obligations under Article 34.
Q187,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,1.0,"The AI response correctly identifies and interprets the relevant regulatory requirements of Article 34(1)(4) of the Korean AI Basic Act, addressing the need for human oversight in high-impact AI decision-making and providing a clear recommendation for compliance."
Q188,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,0.6,"The response partially addresses the relevant regulatory requirements but misattributes the articles to the AI Basic Act instead of the EU AI Act, leading to notable omissions and misinterpretations."
Q189,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,"The response identifies relevant regulatory frameworks and acknowledges the high-risk nature of the AI application, but it lacks a detailed analysis of the specific obligations under the MyData framework and the Credit Information Act."
Q190,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,0.4,"The response misinterprets the core principles of the AI Basic Act by focusing on human oversight, accountability, and transparency, while omitting critical principles such as explanation rights, respect for creative spirit, societal adaptation support, and vulnerable population inclusion."
Q191,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,0.6,"The response partially addresses compliance with the AI Basic Act but omits critical requirements such as the specific obligations under Articles 30(3), 34, and 36, and does not adequately cover the necessary vendor documentation and verification processes."
Q192,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,"The AI response correctly identifies that the AI Basic Act does not mandate external audits but highlights their value and relevance to compliance, though it could have more explicitly addressed specific obligations under Article 34."
Q193,baseline,KR_AI_BASIC_ACT,advanced,investment,high,G4,0.8,"The response mostly complies with the regulatory framework by identifying the AI Basic Act and discussing the implications of 고영향 AI, but it lacks a detailed analysis of the specific criteria for classification and the intersection with the Capital Markets Act."
Q194,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,0.8,"The AI response mostly complies with the regulatory requirements by identifying key elements of the user protection plan under Article 34(1)(3), but it omits specific obligations such as the need for a meaningful explanation of the rejection and the importance of systemic review in case of multiple complaints."
Q195,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,0.8,"The response mostly complies with the regulatory requirements by addressing key aspects of Article 31, but it lacks specific details on documentation access and proactive engagement with FSS, which are critical for full compliance."
Q196,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,0.8,"The response mostly complies with the regulatory framework by addressing sustainability in AI governance, but it lacks specific references to ongoing risk management and lifecycle oversight as emphasized in the AI Basic Act."
Q197,baseline,KR_AI_BASIC_ACT,advanced,fraud_detection,high,G2,0.4,"The response primarily references the EU AI Act instead of the Korean AI Basic Act, misidentifying the applicable regulatory framework and omitting critical obligations specific to the Korean context."
Q198,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,1.0,"The AI response fully complies with the AI Basic Act by correctly identifying and interpreting the key regulatory requirements, emphasizing the protection of citizens' rights and dignity, and outlining actionable steps for governance."
Q199,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.8,The response identifies key regulatory frameworks and obligations but lacks specific details on regulatory mapping and gap analysis between the Korean AI Basic Act and EU AI Act.
Q200,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,0.6,"The AI response partially addresses the compliance lifecycle but omits critical regulatory requirements specific to the Korean AI Basic Act, such as detailed obligations for explainability, user protection, and risk management that are essential for a 고영향 AI credit scoring system."
Q201,baseline,EU_AI_ACT,basic,lending,high,G4,0.8,The response correctly identifies the high-risk classification under the EU AI Act but omits specific obligations under Chapter III Section 2 and does not clarify the distinction between provider and deployer roles.
Q202,baseline,EU_AI_ACT,basic,insurance,high,G4,0.8,The response correctly identifies the high-risk classification under the EU AI Act but omits specific obligations from Annex III and misinterprets the scope of Article 6.
Q203,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.8,"The response identifies and interprets most key requirements of Article 9 but omits specific details on the continuous iterative process and the testing requirements, which are critical for compliance."
Q204,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The response mostly complies with the regulatory requirements by identifying key integration strategies and obligations under Article 9(10) of the EU AI Act, but it lacks specific mention of conducting a gap analysis and addressing common gaps related to vulnerable populations and post-market monitoring."
Q205,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,"The response mostly complies with the regulatory requirements by identifying key obligations under Article 10 of the EU AI Act, but it omits specific details regarding the examination for biases and the limitations on special category data."
Q206,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response mostly complies with the EU AI Act by addressing bias mitigation and data quality requirements, but it lacks specific mention of mandatory bias examination, impact assessment, and special category data processing as outlined in the ground truth."
Q207,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.8,"The response mostly complies with Article 13 of the EU AI Act by identifying key information requirements, but it omits specific details such as the identity and contact details of the provider and the expected lifetime of the system."
Q208,baseline,EU_AI_ACT,intermediate,lending,high,G2,0.8,"The response identifies key human oversight measures but omits specific obligations such as awareness of automation bias and interpretation capability, which are critical under Article 14."
Q209,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,The response mostly complies with Article 11 requirements but omits specific details from Annex IV and does not fully address the responsibility allocation for different scenarios.
Q210,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,The response identifies key logging requirements from Article 12 of the EU AI Act but omits specific details on minimum log contents and the distinction between deployer and provider obligations.
Q211,baseline,EU_AI_ACT,intermediate,common,high,G4,0.8,The response identifies and interprets several key obligations under Article 16 of the EU AI Act but omits specific details regarding the Quality Management System and corrective action obligations.
Q212,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,"The response addresses some key elements of the QMS required by Article 17 but omits several specific obligations, such as the need for a regulatory compliance strategy and post-market monitoring system."
Q213,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.4,"The response largely misses the specific obligations outlined in Article 26 for deployers of High-Risk AI systems, misinterpreting key requirements and focusing instead on general obligations that apply to providers."
Q214,baseline,EU_AI_ACT,advanced,lending,high,G2,1.0,"The AI response accurately identifies and interprets the requirements of Article 27 of the EU AI Act, covering all key compliance obligations relevant to the bank's credit scoring AI and providing a comprehensive overview of the FRIA components."
Q215,baseline,EU_AI_ACT,intermediate,insurance,high,G1,0.8,"The response identifies key regulatory requirements from the EU AI Act and interprets them mostly accurately, but it lacks specific details on continuous post-market monitoring and accuracy metrics, which are critical for compliance."
Q216,baseline,EU_AI_ACT,basic,fraud_detection,low,G4,0.2,"The AI response incorrectly classifies fraud detection AI as high-risk under the EU AI Act, misinterpreting the explicit exemption stated in Annex III §5(b), and fails to address key compliance obligations accurately."
Q217,baseline,EU_AI_ACT,intermediate,investment,medium,G4,0.6,"The response partially addresses the regulatory requirements but misinterprets the classification of the robo-advisory AI as high-risk under the EU AI Act, failing to recognize that it does not fit the specified high-risk categories in Annex III."
Q218,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.6,"The response addresses some key components of the post-market monitoring plan but omits specific details required by Article 72, such as the need for disaggregated performance metrics and the connection to serious incident reporting."
Q219,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response mostly complies with the regulatory requirements by identifying key elements of a serious incident and the reporting process, but it lacks a complete definition of 'serious incident' as per Article 3 and does not explicitly mention the role of the AI Review Committee."
Q220,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,The response mostly complies with the regulatory framework by correctly identifying the self-assessment option for high-risk AI systems but lacks specific details on the requirements for the self-assessment process and the implications of the EU Declaration of Conformity.
Q221,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,The response partially addresses the transparency obligations under Article 50 but omits critical aspects such as the marking of AI-generated content and the specific requirements for emotion recognition and biometric AI disclosure.
Q222,baseline,EU_AI_ACT,basic,common,low,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of the EU AI Act, covering key compliance obligations for financial institutions' AI Review Committees without any misstatements or omissions."
Q223,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,"The response identifies some relevant provisions of the EU AI Act but omits critical details about the distinction between GPAI models and AI systems, the specific obligations of the bank as a downstream deployer, and the systemic risk classification for LLMs."
Q224,baseline,EU_AI_ACT,intermediate,lending,high,G2,0.6,The response partially identifies relevant Article 5 prohibitions but misstates the article numbers and omits critical prohibitions such as emotion recognition and the explicit screening obligation by the AI Review Committee.
Q225,baseline,EU_AI_ACT,intermediate,common,high,G2,0.6,"The response addresses some key requirements of Article 26 but omits specific obligations regarding immediate notification to the provider and market surveillance authority, as well as the suspension of the AI system where relevant."
Q226,baseline,EU_AI_ACT,intermediate,common,high,G4,0.6,"The response partially addresses the penalty levels and governance implications but misstates the specific penalty amounts and percentages, omitting critical details about the tiered structure and the implications for large financial institutions."
Q227,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response mostly complies with the EU AI Act requirements, identifying key mechanisms for monitoring changes but lacks specific mention of Articles 112 and 96, which are critical for understanding the regulatory evolution cycle and guidelines."
Q228,baseline,EU_AI_ACT,advanced,lending,medium,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of the EU AI Act, specifically addressing the conditions under which a credit scoring AI system may be classified as High-Risk and the implications of Article 6(3), without any misstatements or omissions."
Q229,baseline,EU_AI_ACT,intermediate,compliance,medium,G4,0.4,"The AI response misinterprets the classification of the bank's AML AI system as high-risk under the EU AI Act, failing to recognize that it does not operate 'by or on behalf of law enforcement authorities' and thus does not meet the criteria outlined in Annex III."
Q230,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response accurately identifies the lack of explicit provisions in the EU AI Act regarding environmental impact while addressing relevant compliance obligations and suggesting practical steps, though it could further clarify the indirect implications of existing regulations."
Q231,baseline,EU_AI_ACT,basic,common,medium,G4,0.4,The response misstates the phased implementation schedule and omits critical details about the specific timelines and obligations for financial institutions under the EU AI Act.
Q232,baseline,EU_AI_ACT,intermediate,investment,medium,G3,0.8,"The response mostly complies with Article 26(7) by identifying key obligations and providing relevant actionable steps, but it lacks specific details on the timing of information provision and the role of workers' representatives."
Q233,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,"The response identifies key compliance obligations under Article 15 of the EU AI Act, particularly regarding redundancy and cybersecurity, but lacks specific mention of resilience against manipulation and errors as outlined in the ground truth."
Q234,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response identifies several relevant misuse scenarios and provides recommendations, but it omits critical scenarios such as secondary use of scoring data and delayed updates, which are essential under Article 9(2)(b) of the EU AI Act."
Q235,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response identifies key obligations under Article 4 of the EU AI Act and interprets them mostly accurately, but it lacks specific details on the diverse roles within the bank and their corresponding literacy needs."
Q236,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,"The response mostly complies with Article 50(1) by identifying key disclosure requirements and exceptions, but it omits specific details about the timing and clarity of the disclosure, as well as the enforcement mechanisms."
Q237,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response addresses some registration requirements and identifies responsible parties, but it omits critical details such as specific registration content and the update obligation, leading to notable omissions."
Q238,baseline,EU_AI_ACT,advanced,insurance,high,G4,0.8,"The response mostly complies with Article 9(5) by addressing key aspects of risk acceptability and human oversight, but it lacks specific mention of the three-step hierarchy and detailed documentation requirements outlined in the ground truth."
Q239,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with the EU AI Act's requirements by identifying key points related to management accountability and board-level reporting, but it lacks some specific details on the implications of the management accountability structure and does not fully address the alignment with financial regulatory requirements."
Q240,baseline,EU_AI_ACT,intermediate,common,high,G4,0.8,"The response correctly identifies the high-risk classification and outlines several key obligations, but it omits specific references to all relevant articles and does not fully address the FRIA consideration or worker information requirements."
Q241,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response identifies some key requirements for the EU Declaration of Conformity but omits critical details such as the identification of responsible persons, conformity assessment procedures, and the need for the declaration to remain valid for the operational lifetime of the AI system."
Q242,baseline,EU_AI_ACT,advanced,lending,high,G4,0.8,The response correctly identifies the need for a new conformity assessment under the EU AI Act due to significant model updates but lacks detailed interpretation of the substantial modification criteria and documentation requirements.
Q243,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.6,The response partially addresses the scope of the EU AI Act but omits critical details about the strict interpretation of the 'sole purpose' exclusion and the implications of testing in real conditions.
Q244,baseline,EU_AI_ACT,intermediate,common,low,G3,1.0,"The AI response accurately identifies and interprets the key provisions of Article 78 of the EU AI Act, covering all relevant compliance obligations while ensuring the protection of confidential business information."
Q245,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,The response mostly complies with Article 14(4) by addressing key oversight requirements but lacks specific details on training for automation bias and the need for documented override rationales.
Q246,baseline,EU_AI_ACT,advanced,lending,high,G3,1.0,"The AI response accurately identifies and interprets the key regulatory requirements of both the EU AI Act and GDPR, covering their interaction and compliance obligations relevant to financial AI governance without any misstatements or omissions."
Q247,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.8,"The response mostly complies with Article 86 of the EU AI Act by identifying the right to explanation and key requirements for banks, but it omits specific details about the content of the explanation and the relationship to GDPR Art. 22."
Q248,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response correctly identifies the encouragement of voluntary codes under Article 95 of the EU AI Act and interprets key obligations, but it lacks specific mention of the content of these codes and the role of the AI Office, which are critical for full compliance."
Q249,baseline,EU_AI_ACT,advanced,common,high,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of the EU AI Act, including its extra-territorial application, high-risk classification, and necessary compliance obligations for the Korean bank's credit scoring AI."
Q250,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,The response mostly complies with the EU AI Act's requirements but omits specific details about the pre-deployment conformity assessment and operational monitoring phases.
Q251,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.6,"The response partially addresses some testing requirements but omits critical elements such as the mandatory pre-market testing obligation, specific metrics and thresholds, and the need for documentation of testing procedures."
Q252,baseline,EU_AI_ACT,advanced,lending,high,G1,0.6,"The response addresses some key requirements under Article 60 of the EU AI Act but omits critical elements such as the necessity for a testing plan, informed consent, and notification to the market surveillance authority."
Q253,baseline,EU_AI_ACT,intermediate,insurance,high,G3,0.8,"The response mostly complies with the EU AI Act's Article 13 requirements but omits specific details about the need for known or foreseeable circumstances that may lead to risks, which is a notable gap."
Q254,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,"The response correctly identifies the notification obligations under Article 26(5) and outlines the necessary actions, but it omits the specific requirement to notify the vendor-provider and does not fully address the connection to Article 73 regarding serious incidents."
Q255,baseline,EU_AI_ACT,intermediate,lending,high,G2,1.0,"The AI response fully complies with Article 9(9) of the EU AI Act by correctly identifying and interpreting the obligations related to adverse impacts on persons under 18 and other vulnerable groups, covering all key compliance obligations relevant to financial AI governance."
Q256,baseline,EU_AI_ACT,basic,common,medium,G3,0.8,"The response correctly identifies the 10-year retention requirement and outlines key aspects of document management, but it omits specific obligations related to serious incident documentation and version control."
Q257,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with the regulatory requirements by identifying key obligations under Article 21 of the EU AI Act, but it lacks specific details on the national contact point and confidentiality protections."
Q258,baseline,EU_AI_ACT,basic,common,low,G4,1.0,"The AI response accurately identifies and interprets the relevant provisions of Article 62 of the EU AI Act, correctly explains the eligibility of smaller financial institutions for support measures, and covers key compliance obligations without any misstatements or omissions."
Q259,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.6,"The response addresses some key aspects of Article 111 but omits critical details about substantial modifications and the voluntary compliance option, leading to notable omissions."
Q260,baseline,EU_AI_ACT,intermediate,common,medium,G4,1.0,"The AI response accurately identifies and interprets the key regulatory requirements of Articles 40 and 42 of the EU AI Act, covering the significance of harmonised standards and the presumption of conformity for financial institutions without any misstatements or omissions."
