id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,regulatory_accuracy,practical_utility,completeness,clarity,risk_awareness,overall_score,strengths,weaknesses,total_tokens
Q150,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a structured overview of the relevant articles and their implications for the AI Review Committee's workflow.,It lacks specific details on the classification process and the ongoing monitoring requirements outlined in the Korean AI Basic Act.,1584
Q151,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G1,4.0,4.5,4.0,4.5,4.5,4.3,The response effectively identifies key risks and provides actionable steps for compliance and oversight.,"While it covers many relevant risks, it lacks specific references to the lifecycle stages as outlined in the ground truth.",1398
Q152,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,"The response provides a structured process for updating the risk management plan, which is useful for the AI Review Committee.","The response lacks specific references to the required steps outlined in the AI Basic Act, particularly Articles 32 and 34, which diminishes its regulatory accuracy and completeness.",1305
Q153,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively identifies the inadequacy of the current notification method and emphasizes the need for transparency.,The response lacks specific details on the potential implications of non-compliance and does not fully address the need for monitoring the Presidential Decree.,1173
Q154,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,2.0,3.0,2.0,4.0,3.0,2.8,The response is structured clearly and identifies some immediate remedial steps.,It incorrectly cites GDPR instead of the relevant Korean AI Basic Act and lacks comprehensive coverage of the specific regulatory consequences and required actions.,1279
Q155,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and identifies key components of the AI pipeline with relevant regulatory citations.,It lacks a comprehensive analysis of the Korean AI Basic Act and does not fully address the accountability and documentation requirements outlined in the ground truth.,1315
Q156,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and practical recommendations for the committee's composition and responsibilities.,It lacks specific references to multiple relevant articles of the AI Basic Act and does not fully address the comprehensive governance requirements outlined in the ground truth.,1287
Q157,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the interaction between the two regulatory frameworks and emphasizes the importance of clarity in consumer communications.,"While it addresses the integration of the frameworks, it lacks specific examples of how to implement the integrated explanation mechanism in practice.",1248
Q158,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately identifies relevant articles of the AI Basic Act and provides practical recommendations for compliance.,It lacks specific details on additional support mechanisms and does not fully address the proportionality principle or vendor reliance limitations.,1218
Q159,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response effectively highlights the importance of compliance with GDPR and FCRA during the decommissioning process.,It lacks specific references to the obligations outlined in the Korean AI Basic Act and does not fully address the lifecycle risk management plan required during AI retirement.,1218
Q160,baseline,KR_AI_BASIC_ACT,advanced,common,medium,G4,4.0,4.5,3.5,4.0,4.5,4.0,The response provides a structured approach to assessing compliance maturity with clear dimensions and maturity levels.,"It lacks specific references to the high-impact AI classification and detailed obligations under Article 34, which are critical for completeness.",1460
Q161,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G3,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a structured approach to documentation that is useful for compliance purposes.,It lacks specific references to all required documents outlined in Article 34(1)(5) and does not fully align with the ground truth.,1253
Q162,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,2.0,3.0,2.0,4.0,4.0,3.0,The response provides a clear structure and identifies risks associated with AI-generated content.,"The regulatory citation is incorrect, referencing GDPR instead of the relevant Article 31(2) of the EU AI Act, and lacks specific compliance steps required for AI-generated content disclosure.",1199
Q163,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response effectively identifies the need for a new classification review and highlights the importance of human oversight.,The response lacks specific references to the Korean AI Basic Act and does not fully address all obligations under Article 34.,1171
Q164,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response provides a structured compliance management strategy with clear timelines and action items.,"While it covers many key provisions, it lacks specific references to all relevant articles and their implications.",1429
Q165,baseline,KR_AI_BASIC_ACT,advanced,common,high,G2,4.0,4.5,3.5,4.0,4.5,4.0,The response effectively identifies key systemic risks and provides actionable recommendations for oversight.,It lacks some specific details on systemic risks and their direct connection to Article 34 obligations as outlined in the ground truth.,1335
Q166,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G3,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a clear recommendation for a public AI transparency report and outlines useful content for it.,"The regulatory citations are somewhat misaligned with the AI Basic Act, as it does not explicitly mandate public disclosure, and the completeness lacks some nuances from the ground truth.",1137
Q167,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a structured approach to integrating compliance reporting into board governance.,It lacks specific references to the relevant articles of the AI Basic Act and does not fully address the intersection with the Financial Company Governance Act.,1294
Q168,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a clear definition of safety incidents and outlines practical steps for the AI Review Committee.,The response lacks specific operational definitions for performance thresholds and does not fully align with the detailed guidance provided in the ground truth.,1232
Q169,baseline,KR_AI_BASIC_ACT,intermediate,lending,medium,G2,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively identifies the importance of enhancing quality of life and compliance with anti-discrimination laws in financial AI governance.,"While the response covers key points, it could benefit from more explicit references to the fairness obligations outlined in Article 6(2)(5) of the AI Basic Act.",1326
Q170,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,2.0,4.0,3.0,4.0,4.0,3.4,The response provides practical recommendations for compliance and human oversight.,"The regulatory citations are incorrect, referencing the Japanese AI Basic Act instead of the Korean AI Basic Act.",1217
Q171,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately interprets the regulatory provision and outlines compliance obligations effectively.,"While the response is comprehensive, it could benefit from more specific examples of compliance mechanisms and potential penalties.",1264
Q172,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.0,4.5,4.0,4.5,4.5,4.3,The response provides actionable steps that align well with the regulatory framework and practical needs of the AI Review Committee.,"While the response is comprehensive, it could benefit from more specific examples of potential high-impact AI applications relevant to the financial sector.",1300
Q173,baseline,KR_AI_BASIC_ACT,advanced,common,high,G3,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and practical recommendations for compliance.,"It lacks specific references to key articles of the AI Basic Act and PIPA, leading to some inaccuracies in regulatory interpretation.",1411
Q174,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively emphasizes the importance of safety while respecting the creative spirit of AI operators.,"It lacks specific references to the proportionality principle and regulatory engagement, which are crucial for a comprehensive governance approach.",1298
Q175,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,2.0,3.0,3.0,4.0,4.0,3.0,The response identifies the need for human oversight and risk assessment protocols.,"The interpretation of Article 2(4)(가) is incorrect, leading to a misclassification of the AI system as 고영향 AI.",1149
Q176,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively identifies affected persons and outlines their rights in a clear manner.,The response could improve by directly referencing the Korean AI Basic Act and its specific articles related to affected persons.,1329
Q177,baseline,KR_AI_BASIC_ACT,basic,common,low,G3,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines practical steps for operationalizing AI ethics in compliance with the AI Basic Act.,"While it references relevant articles, it could benefit from a more explicit connection to the specific ethical standards outlined in Article 2(11).",1450
Q178,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G2,4.0,4.0,3.0,4.0,4.0,3.8,The response effectively highlights key provisions of the amended AI Basic Act relevant to elderly customers.,It lacks specific details on mandatory impact assessments and practical AI Review Committee obligations as outlined in the ground truth.,1317
Q179,baseline,KR_AI_BASIC_ACT,basic,lending,low,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines key regulatory principles and emphasizes the importance of human oversight.,It lacks specific references to the mandatory internal assessment and simplified compliance measures detailed in the ground truth.,1366
Q180,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a structured approach to developing an AI trustworthiness program with practical recommendations.,"The regulatory citations are somewhat misaligned with the Korean AI Basic Act, and it lacks specific details from Article 29 that would enhance compliance readiness.",1313
Q181,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a structured approach to compliance monitoring that aligns well with regulatory requirements.,It lacks specific details on the tiered review frequency and cross-system thematic reviews as outlined in the ground truth.,1398
Q182,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response provides a clear structure and emphasizes the importance of human oversight in high-risk scenarios.,The interpretation of the exemption lacks nuance regarding the dual-use problem and the need for specific confirmation from authorities.,1175
Q183,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,4.0,4.5,3.5,4.0,4.0,4.0,The response provides a solid framework for monitoring and preparing for regulatory changes.,"It lacks specific references to the detailed obligations outlined in the ground truth, which could enhance completeness.",1332
Q184,baseline,KR_AI_BASIC_ACT,basic,lending,medium,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a clear outline of potential assistance available to SMEs under the AI Basic Act.,"It lacks specific details on the types of technical guidance and financial support available, which could enhance completeness.",1259
Q185,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G2,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively identifies key regulatory obligations and emphasizes the importance of data accuracy and compliance.,It lacks a detailed discussion on specific mitigation strategies and does not fully address the implications of third-party data quality risks.,1325
Q186,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G3,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately identifies the need for meaningful explanations and suggests actionable steps for improvement.,It lacks specific references to the detailed requirements outlined in Article 34(1)(2) and does not fully address the technical feasibility aspect.,1209
Q187,baseline,KR_AI_BASIC_ACT,advanced,lending,high,G2,5.0,4.5,4.0,4.5,5.0,4.6,The response accurately interprets the regulatory requirements and emphasizes the need for human oversight in high-impact AI decision-making.,"While the response is comprehensive, it could further elaborate on the specific mechanisms for implementing human oversight and the implications of non-compliance.",1195
Q188,baseline,KR_AI_BASIC_ACT,intermediate,common,low,G4,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately interprets Articles 27 and 28 and provides practical recommendations for ethical leadership.,The response lacks specific details on the statutory framework and benefits of ethical leadership as outlined in the ground truth.,1198
Q189,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively identifies relevant regulations and emphasizes the need for compliance and human oversight.,It lacks a detailed analysis of the implications of the financial health score on individual rights and does not fully address the intersection with the Credit Information Act.,1226
Q190,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides actionable steps for embedding AI Basic Act principles into governance culture.,The regulatory citations are somewhat misaligned with the specific principles outlined in Article 3 of the AI Basic Act.,1366
Q191,baseline,KR_AI_BASIC_ACT,intermediate,common,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a structured approach to vendor evaluation and emphasizes compliance checks and human oversight.,The response lacks specific references to the Korean AI Basic Act and misses critical compliance requirements outlined in the ground truth.,1428
Q192,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately identifies that external audits are not mandated but highlights their value in compliance and risk management.,The response lacks specific details on the scope of external audits and does not fully address the comprehensive benefits outlined in the ground truth.,1170
Q193,baseline,KR_AI_BASIC_ACT,advanced,investment,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively identifies the regulatory framework and emphasizes the need for human oversight.,It lacks a nuanced discussion of the potential systemic impacts and the intersection with the Capital Markets Act.,1175
Q194,baseline,KR_AI_BASIC_ACT,intermediate,lending,high,G2,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the necessary processes and emphasizes the importance of human oversight.,It lacks specific details on the appeal process and does not fully address the systemic review aspect mentioned in the ground truth.,1380
Q195,baseline,KR_AI_BASIC_ACT,intermediate,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the transparency provisions and their relevance to FSS examinations.,It lacks specific details on documentation requirements and pre-examination self-assessment processes as highlighted in the ground truth.,1232
Q196,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines actionable steps and integrates sustainability into the governance framework.,"While it covers many aspects, it could further emphasize the importance of data sustainability and model longevity planning.",1316
Q197,baseline,KR_AI_BASIC_ACT,advanced,fraud_detection,high,G2,2.0,3.0,2.0,4.0,4.0,3.0,The response identifies relevant risks and provides practical recommendations for human oversight.,"The response incorrectly cites the EU AI Act instead of the Korean AI Basic Act, leading to regulatory inaccuracies and incomplete coverage of the specific legal framework.",1242
Q198,baseline,KR_AI_BASIC_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively aligns with the purpose of the AI Basic Act and provides actionable steps for the AI Review Committee.,"While the response is comprehensive, it could benefit from more specific examples or case studies to enhance practical application.",1321
Q199,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines key governance axes and emphasizes the importance of compliance with both regulatory frameworks.,"It lacks a detailed regulatory mapping and gap analysis, which are critical for comprehensive compliance in a cross-jurisdictional context.",1419
Q200,baseline,KR_AI_BASIC_ACT,advanced,common,high,G4,3.5,4.0,3.0,4.5,4.0,3.8,The response is well-structured and provides a clear overview of the compliance lifecycle phases.,"It lacks specific references to key articles and obligations from the AI Basic Act, particularly in the completeness of the development and pre-deployment phases.",1695
Q201,baseline,EU_AI_ACT,basic,lending,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the AI credit scoring system as high-risk under the EU AI Act and emphasizes the importance of human oversight.,"The response lacks specific references to the obligations under Chapter III Section 2 and does not mention the provider vs. deployer distinction, which are critical for compliance.",1264
Q202,baseline,EU_AI_ACT,basic,insurance,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the high-risk classification and emphasizes the need for compliance and human oversight.,"It lacks specific references to all relevant articles and obligations outlined in the EU AI Act, which could enhance completeness.",1217
Q203,baseline,EU_AI_ACT,intermediate,lending,high,G4,4.0,4.5,3.5,4.0,4.5,4.0,The response effectively outlines the key requirements of Article 9 and highlights the importance of human oversight in risk management.,"The response lacks some specific details from the ground truth, such as the iterative nature of the risk management process and the testing requirements.",1540
Q204,baseline,EU_AI_ACT,advanced,common,high,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively outlines actionable recommendations for integrating AI risk management with existing frameworks.,It could benefit from a more detailed gap analysis and specific examples of potential gaps in existing processes.,1306
Q205,baseline,EU_AI_ACT,intermediate,lending,high,G1,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines key data governance requirements and emphasizes the importance of compliance with both the EU AI Act and GDPR.,"While the response covers many aspects, it could benefit from a more explicit mention of special category data limitations and the need for bias auditing.",1370
Q206,baseline,EU_AI_ACT,advanced,lending,high,G2,4.0,4.5,4.0,4.5,5.0,4.4,"The response effectively outlines the need for bias mitigation and human oversight, aligning well with regulatory requirements.","While it covers key points, it lacks specific mention of the need for an impact assessment and residual risk documentation as per the ground truth.",1255
Q207,baseline,EU_AI_ACT,intermediate,lending,high,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a clear outline of the information required by Article 13 and emphasizes the importance of human oversight.,"It lacks some specific details from the ground truth, such as the identity and contact details of the provider and the expected lifetime of the system.",1274
Q208,baseline,EU_AI_ACT,intermediate,lending,high,G2,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines key human oversight measures and their relevance to compliance with Article 14 of the EU AI Act.,"While the response is comprehensive, it could benefit from more explicit references to specific requirements outlined in the ground truth.",1283
Q209,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately outlines the required documentation and responsibilities under Article 11 of the EU AI Act.,"While the response is comprehensive, it could benefit from explicitly referencing all elements listed in the ground truth for full completeness.",1299
Q210,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.0,4.5,4.0,4.5,4.0,4.2,The response effectively outlines key logging requirements and actionable steps for compliance with the EU AI Act.,It lacks specific details on minimum log contents and the distinction between deployer and provider obligations.,1299
Q211,baseline,EU_AI_ACT,intermediate,common,high,G4,4.0,4.5,4.0,4.5,4.5,4.3,The response accurately outlines key obligations under Article 16 of the EU AI Act and emphasizes the importance of human oversight.,"Some specific obligations, such as the requirement for a Quality Management System and corrective action obligations, were not explicitly mentioned.",1418
Q212,baseline,EU_AI_ACT,advanced,common,high,G4,4.0,4.5,3.5,4.0,5.0,4.0,The response effectively identifies key components of a QMS and emphasizes the importance of human oversight in high-risk scenarios.,The response lacks some specific regulatory references and does not fully cover all required elements outlined in Article 17 of the EU AI Act.,1405
Q213,baseline,EU_AI_ACT,intermediate,lending,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a practical overview of obligations and highlights the importance of human oversight.,"The response misinterprets the specific obligations under Article 26 and includes irrelevant articles, leading to incomplete compliance guidance.",1391
Q214,baseline,EU_AI_ACT,advanced,lending,high,G2,5.0,4.5,4.0,4.5,5.0,4.5,The response accurately identifies the regulatory requirements and provides a thorough analysis of the FRIA components.,"While the response is comprehensive, it could benefit from a more explicit connection to the specific obligations outlined in the ground truth regarding documentation and submission to authorities.",1348
Q215,baseline,EU_AI_ACT,intermediate,insurance,high,G1,4.0,4.5,4.0,4.5,4.5,4.3,The response effectively outlines the key requirements of the EU AI Act and provides actionable steps for compliance.,"While the response covers many aspects, it lacks specific metrics for accuracy and robustness that are critical for the life insurance pricing AI.",1429
Q216,baseline,EU_AI_ACT,basic,fraud_detection,low,G4,2.0,3.0,2.0,4.0,4.0,3.0,"The response identifies potential risks and recommends human oversight, which is valuable for governance.","The interpretation of the EU AI Act is incorrect, as it misclassifies fraud detection AI as high-risk despite the explicit exemption.",1189
Q217,baseline,EU_AI_ACT,intermediate,investment,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a clear framework for human oversight and practical recommendations for compliance.,The interpretation of high-risk classification lacks nuance and does not fully align with the specific provisions of the EU AI Act regarding investment advisory AI.,1267
Q218,baseline,EU_AI_ACT,intermediate,lending,high,G1,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a structured overview of key components required for a post-market monitoring plan under the EU AI Act.,"The response lacks specific details on the frequency of evaluations and the connection to serious incident reporting, which are critical for compliance.",1271
Q219,baseline,EU_AI_ACT,advanced,lending,high,G2,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively identifies serious incidents and outlines a clear reporting process.,"While it covers many aspects, it could benefit from a more detailed explanation of the reporting obligations and the role of the AI Review Committee.",1292
Q220,baseline,EU_AI_ACT,advanced,common,high,G4,4.0,4.0,4.0,4.0,5.0,4.2,The response accurately outlines the self-assessment criteria and emphasizes the importance of human oversight.,The response could benefit from more explicit references to the specific articles and annexes of the EU AI Act for enhanced clarity.,1250
Q221,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,"The response effectively outlines the need for user notification and data usage transparency, aligning well with regulatory requirements.",It lacks a detailed discussion on the marking of AI-generated content and does not fully address the implications of failure to disclose.,1278
Q222,baseline,EU_AI_ACT,basic,common,low,G4,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively outlines the governance structure and its implications for financial institutions' AI Review Committees.,Some regulatory citations are slightly misaligned with the specific articles mentioned in the ground truth.,1343
Q223,baseline,EU_AI_ACT,advanced,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines key regulatory provisions and emphasizes the importance of human oversight.,It lacks specific references to the obligations of the bank as a downstream deployer and does not fully address the systemic risk classification of the LLM.,1325
Q224,baseline,EU_AI_ACT,intermediate,lending,high,G2,3.0,4.0,3.0,4.0,4.0,3.6,The response provides practical recommendations for compliance and identifies relevant risks associated with financial AI systems.,"Some regulatory citations are incorrect, and the coverage of Article 5 prohibitions is incomplete compared to the ground truth.",1313
Q225,baseline,EU_AI_ACT,intermediate,common,high,G2,4.0,4.5,4.0,4.5,5.0,4.4,The response effectively outlines the necessary steps for compliance and highlights the importance of human oversight.,"While the response is strong, it could improve by explicitly referencing the specific obligations under Article 26(4) and 26(5) for clarity.",1334
Q226,baseline,EU_AI_ACT,intermediate,common,high,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides practical recommendations for compliance and identifies key risks associated with high-risk AI obligations.,The penalty levels cited are inaccurate and do not fully align with the tiered structure outlined in the EU AI Act.,1270
Q227,baseline,EU_AI_ACT,basic,common,low,G4,4.0,4.5,4.0,4.5,4.5,4.3,The response provides actionable steps and demonstrates a solid understanding of the regulatory context.,It lacks specific references to the mechanisms for monitoring delegated acts and technical standards as outlined in the ground truth.,1404
Q228,baseline,EU_AI_ACT,advanced,lending,medium,G4,5.0,4.0,4.0,5.0,5.0,4.6,The response accurately cites and interprets relevant regulatory provisions and emphasizes the importance of human oversight.,"While the response is comprehensive, it could further elaborate on the documentation requirements under Article 49(2) for invoking the exception.",1231
Q229,baseline,EU_AI_ACT,intermediate,compliance,medium,G4,2.0,3.0,2.0,4.0,4.0,3.0,The response is clear and emphasizes the importance of human oversight.,"It misinterprets the classification of the AML AI system as high-risk under the EU AI Act, lacking a thorough analysis of Annex III.",1185
Q230,baseline,EU_AI_ACT,basic,common,low,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the lack of explicit environmental provisions in the EU AI Act while emphasizing the importance of ethical considerations.,The response could provide more detailed connections to the potential future regulatory landscape and specific actionable steps related to environmental assessments.,1223
Q231,baseline,EU_AI_ACT,basic,common,medium,G4,3.0,4.0,3.0,4.0,4.0,3.6,The response provides a practical overview of obligations and emphasizes the importance of human oversight.,The phased implementation details are incomplete and lack specific dates and clarity on low-risk AI systems.,1350
Q232,baseline,EU_AI_ACT,intermediate,investment,medium,G3,4.0,4.0,4.0,4.0,5.0,4.2,The response effectively outlines the requirements of Article 26(7) and emphasizes the importance of human oversight.,"While the response is comprehensive, it could benefit from more specific details on the exact content of information to be provided to workers.",1298
Q233,baseline,EU_AI_ACT,advanced,common,high,G2,4.0,4.5,4.0,4.5,4.5,4.3,The response provides a comprehensive set of recommendations aligned with Article 15(3) of the EU AI Act.,"While the response covers many aspects, it could further elaborate on specific threats and mitigation strategies related to data manipulation and adversarial attacks.",1332
Q234,baseline,EU_AI_ACT,advanced,lending,high,G2,4.0,4.5,3.5,4.0,4.5,4.0,The response effectively identifies key misuse scenarios and provides actionable recommendations for mitigation.,"It lacks some specific misuse scenarios outlined in the ground truth, such as secondary use of scoring data and delayed updates.",1323
Q235,baseline,EU_AI_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.0,4.2,The response effectively outlines the necessary training and assessment measures for AI literacy in compliance with the EU AI Act.,It could further elaborate on the specific roles and tailored content for different staff categories as indicated in the ground truth.,1345
Q236,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the disclosure requirements and exceptions under Article 50(1) of the EU AI Act.,The response lacks specific details on the practical implementation of the disclosure and does not fully address the enforcement aspect.,1271
Q237,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a clear overview of registration requirements and emphasizes the importance of compliance.,It lacks specific details on the exact registration content required by Article 49 and does not mention the update obligation or the public access aspect of the EU database.,1256
Q238,baseline,EU_AI_ACT,advanced,insurance,high,G4,4.0,4.5,3.5,4.0,4.5,4.0,"The response provides a structured approach to assessing residual risk acceptability, emphasizing stakeholder engagement and human oversight.","It lacks specific references to the detailed steps outlined in the ground truth, particularly regarding the hierarchy of risk management measures.",1387
Q239,baseline,EU_AI_ACT,intermediate,common,medium,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the need for management accountability and board-level reporting in compliance with the EU AI Act.,It lacks specific details on the implications of director liability and the alignment with existing financial regulatory frameworks.,1278
Q240,baseline,EU_AI_ACT,intermediate,common,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the AI system as high-risk and outlines relevant obligations.,It lacks specific references to all applicable articles and does not fully address the nuances of human oversight and candidate information requirements.,1280
Q241,baseline,EU_AI_ACT,intermediate,common,medium,G3,4.0,4.0,3.0,4.0,5.0,4.0,The response effectively identifies key components required for the EU Declaration of Conformity and emphasizes the importance of human oversight.,"The response lacks some specific details outlined in the ground truth, such as the identification of the authorized representative and the duration of the declaration's validity.",1235
Q242,baseline,EU_AI_ACT,advanced,lending,high,G4,4.0,4.0,3.5,4.5,4.0,4.0,The response accurately identifies the need for a new conformity assessment and emphasizes ongoing compliance requirements.,It lacks detailed coverage of the substantial modification criteria and documentation requirements as outlined in the ground truth.,1180
Q243,baseline,EU_AI_ACT,intermediate,common,medium,G4,4.0,4.0,3.0,4.0,4.0,3.8,The response accurately identifies the scope of the EU AI Act and the R&D exemption.,The response lacks detail on the strict interpretation of the 'sole purpose' criterion and does not fully address the implications of potential commercialization.,1257
Q244,baseline,EU_AI_ACT,intermediate,common,low,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately captures the essence of Article 78 and its implications for confidentiality.,"While the response is comprehensive, it could benefit from more specific examples of what constitutes necessary disclosures.",1191
Q245,baseline,EU_AI_ACT,advanced,common,high,G2,4.0,4.5,3.5,4.0,4.5,4.0,The response effectively outlines a human oversight framework and emphasizes the importance of training and accountability.,It lacks specific details on training content and does not fully address all aspects of Article 14(4) as outlined in the ground truth.,1334
Q246,baseline,EU_AI_ACT,advanced,lending,high,G3,4.5,4.0,4.0,4.5,4.5,4.3,The response accurately identifies the distinct obligations of the EU AI Act and GDPR while providing practical recommendations for compliance.,The response could benefit from more detailed references to specific articles and a deeper exploration of the interaction between data governance and AI risk management.,1436
Q247,baseline,EU_AI_ACT,intermediate,lending,high,G3,4.0,4.0,3.5,4.5,4.0,4.0,The response effectively outlines the right to explanation and emphasizes the importance of transparency and human oversight.,It lacks specific details on the 'main elements' of the decision and does not fully address what is not required in the explanation.,1342
Q248,baseline,EU_AI_ACT,basic,common,low,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively outlines the importance of voluntary codes and their role in governance leadership.,It lacks specific examples of how financial institutions can engage with the AI Office and does not mention potential sectoral codes.,1305
Q249,baseline,EU_AI_ACT,advanced,common,high,G4,5.0,4.5,4.0,4.5,5.0,4.5,The response accurately identifies the applicability of the EU AI Act and emphasizes the importance of compliance for high-risk AI systems.,"While the response is comprehensive, it could further elaborate on the specific obligations and processes required for compliance, such as the designation of an authorized representative.",1278
Q250,baseline,EU_AI_ACT,advanced,common,high,G4,4.5,4.0,4.0,4.5,4.5,4.3,The response effectively outlines the regulatory framework and key governance axes relevant to the EU AI Act.,"While comprehensive, it could benefit from more explicit references to specific articles and phases of the lifecycle governance framework.",1567
Q251,baseline,EU_AI_ACT,intermediate,lending,high,G1,4.0,4.0,3.5,4.5,4.0,4.0,The response provides a clear structure and actionable steps for compliance with the EU AI Act.,It lacks specific details on mandatory metrics and thresholds required for testing as outlined in the ground truth.,1319
